t_ms,H,T,P,D,RPM,RAW,age,RS
8448,15.5,15.0,4004,-1.2,6668,33.8,14,6650
8572,15.8,15.0,3997,-0.8,6669,33.9,80,6639
8651,15.7,15.0,3987,0.2,6668,34.1,15,6622
8775,15.6,15.0,3990,-0.1,6663,34.1,81,6629
8854,15.6,15.0,3993,-0.2,6663,33.9,16,6631
8963,15.8,15.0,3981,0.6,6594,33.9,82,6613
9055,16.4,15.0,3949,3.1,6656,33.1,17,6562
9164,16.2,15.0,3940,3.8,6583,34.2,83,6552
9256,16.1,15.0,3995,-1.4,6644,33.3,0,6644
9364,16.4,15.0,3987,-0.6,6584,33.2,84,6627
9443,16.0,15.0,4000,-1.7,6650,33.6,1,6653
9568,16.0,15.0,4003,-1.6,6590,33.8,85,6650
9647,15.5,15.0,4014,-2.5,6594,34.3,2,6672
9770,15.5,15.0,4017,-2.6,6602,34.0,86,6673
9848,14.8,15.0,4032,-3.5,6606,34.2,3,6697
9974,15.2,15.0,4023,-2.6,6681,34.5,87,6676
10050,14.7,15.0,4011,-1.4,6618,35.2,4,6661
10175,14.5,15.0,4017,-1.8,6688,35.1,87,6670
10253,15.0,15.0,3980,1.4,6690,34.4,4,6607
10377,14.9,15.0,3966,2.6,6678,34.9,88,6587
10455,15.0,15.0,3982,0.9,6672,34.7,5,6616
10564,15.2,15.0,3976,1.2,6602,34.0,89,6608
10671,15.4,15.0,3964,2.3,6660,34.5,6,6586
10763,15.5,15.0,3962,2.3,6586,34.1,90,6585
10857,15.7,15.0,3975,0.9,6645,34.0,7,6608
10965,15.4,15.0,4001,-1.1,6578,33.8,74,6647
11058,16.1,15.0,3954,2.7,6644,33.8,9,6570
11166,16.1,15.0,3952,2.8,6571,33.5,74,6568
11244,16.5,15.0,3958,2.0,6631,33.1,9,6577
11369,16.6,15.0,3950,2.5,6563,33.3,74,6567
11445,16.7,15.0,3974,0.4,6625,33.0,10,6604
11569,16.8,15.0,3967,0.8,6558,33.0,75,6594
11647,16.4,15.0,3996,-1.4,6625,33.3,11,6639
11773,16.7,15.0,3993,-1.2,6567,32.9,76,6632
11851,16.2,15.0,4005,-2.0,6635,33.7,11,6652
11973,16.4,15.0,4004,-2.1,6581,33.5,77,6650
12050,16.1,15.0,3998,-1.2,6647,34.0,12,6637
12173,15.7,15.0,4013,-2.1,6589,33.7,78,6658
12250,16.1,15.0,3984,0.2,6656,33.7,13,6612
12375,16.1,15.0,3971,1.4,6590,33.5,79,6591
12452,15.8,15.0,3987,0.0,6587,33.8,14,6618
12560,16.1,15.0,3992,-0.3,6648,33.8,73,6621
12637,16.4,15.0,3963,2.0,6583,33.0,8,6575
12776,16.4,15.0,3959,2.2,6574,33.4,81,6573
12854,16.6,15.0,3968,1.3,6570,33.0,16,6585
12977,17.0,15.0,3947,2.7,6565,32.8,82,6554
13055,17.3,15.0,3944,2.6,6560,32.1,17,6552
13165,17.4,15.0,3938,3.1,6550,32.6,82,6543
13243,17.4,15.0,3963,0.6,6548,32.4,18,6587
13368,17.3,15.0,3985,-1.1,6554,32.1,83,6617
13446,17.4,15.0,3974,-0.2,6557,32.7,0,6600
13570,17.2,15.0,3985,-1.0,6561,32.5,84,6618
13648,16.9,15.0,3985,-1.7,6628,33.1,1,6633
13773,16.8,15.0,4009,-2.9,6574,32.6,85,6656
13850,16.6,15.0,3996,-1.6,6580,33.4,2,6634
13975,16.7,15.0,3992,-1.2,6586,33.0,86,6625
14052,16.2,15.0,4003,-2.2,6586,33.3,3,6649
14177,16.3,15.0,4002,-2.0,6590,33.4,87,6643
14253,16.4,15.0,3976,0.5,6591,33.1,4,6599
14377,16.6,15.0,3964,1.4,6587,33.1,88,6579
14454,16.4,15.0,3978,0.0,6584,33.2,5,6606
14563,16.6,15.0,3971,0.6,6580,33.5,89,6592
14655,16.6,15.0,3979,-0.2,6578,33.3,6,6607
14765,16.5,15.0,3980,-0.1,6641,33.3,90,6606
14858,16.8,15.0,3969,0.4,6576,32.8,7,6593
14966,17.1,15.0,3937,3.1,6632,33.1,74,6541
