t_ms,H,T,P,D,RPM,RAW,age,RS
51,11.3,15.0,4064,-1.4,6638,38.2,12,6706
168,11.4,15.0,4045,0.2,6708,38.2,71,6679
245,11.6,15.0,4028,1.6,6709,38.5,6,6651
369,11.7,15.0,4014,2.7,6708,37.3,79,6630
449,12.0,15.0,4021,2.1,6703,37.0,15,6639
574,12.1,15.0,4016,2.4,6632,36.7,81,6633
651,12.5,15.0,4010,2.6,6631,37.2,16,6625
774,12.6,15.0,4016,2.0,6628,36.7,82,6633
853,12.7,15.0,4021,1.5,6625,36.7,17,6643
962,13.1,15.0,4014,1.7,6623,36.6,70,6634
1040,13.2,15.0,4011,1.6,6687,36.3,5,6634
1178,13.3,15.0,4011,1.6,6685,36.7,84,6634
1255,13.4,15.0,4032,0.2,6684,36.4,1,6658
1367,13.4,15.0,4020,0.7,6687,36.3,85,6650
1445,13.7,15.0,4018,0.8,6685,35.8,2,6644
1569,13.8,15.0,4005,1.7,6616,36.2,86,6627
1645,13.9,15.0,4014,0.9,6677,35.6,3,6640
1768,14.0,15.0,4009,1.5,6612,35.7,86,6629
1846,14.4,15.0,3999,1.8,6613,35.0,3,6618
1969,14.5,15.0,3991,2.7,6609,34.9,87,6602
2046,14.6,15.0,4012,0.6,6606,35.0,4,6637
2172,14.7,15.0,4003,1.4,6671,35.2,88,6624
2251,14.5,15.0,4023,-0.4,6606,35.1,5,6656
2374,14.5,15.0,4025,-0.6,6677,35.6,89,6661
2451,14.8,15.0,4014,0.3,6680,34.8,6,6642
2576,14.7,15.0,4008,0.9,6680,35.0,89,6633
2653,14.7,15.0,4006,0.9,6678,35.0,6,6632
2760,14.7,15.0,4011,0.4,6613,34.8,83,6641
2836,14.5,15.0,4019,-0.8,6613,35.0,0,6665
2977,14.4,15.0,4035,-1.5,6615,35.4,74,6679
3053,15.0,15.0,3997,1.7,6618,34.9,9,6615
3177,15.4,15.0,3958,4.8,6609,34.3,74,6554
3254,15.4,15.0,3984,2.3,6602,34.0,9,6598
3363,15.7,15.0,3985,2.1,6593,34.5,74,6598
3456,16.1,15.0,3975,2.5,6590,33.5,10,6586
3565,16.2,15.0,3973,2.7,6648,33.5,75,6581
3642,16.2,15.0,3999,0.1,6581,33.0,10,6627
3766,16.6,15.0,3984,1.4,6645,33.7,76,6600
3844,16.2,15.0,4014,-1.3,6580,33.4,11,6652
3969,16.2,15.0,4020,-1.6,6650,33.8,77,6658
4047,16.4,15.0,4001,0.1,6591,32.9,12,6625
4157,16.3,15.0,3987,1.1,6653,33.0,71,6607
4250,16.3,15.0,3993,0.8,6653,33.3,6,6613
4358,16.5,15.0,3990,1.0,6587,33.1,66,6607
4436,16.6,15.0,3987,0.9,6586,32.8,1,6606
4574,16.2,15.0,4006,-0.7,6653,33.4,80,6639
4650,16.4,15.0,4013,-1.0,6656,33.1,15,6644
4773,16.6,15.0,3992,0.5,6659,33.4,80,6613
4851,16.6,15.0,3990,0.6,6656,33.1,16,6613
4974,16.5,15.0,3985,0.9,6656,33.2,81,6607
5052,16.5,15.0,3998,-0.2,6654,33.4,16,6627
5176,16.5,15.0,4004,-0.8,6593,32.8,82,6638
5252,16.4,15.0,4001,-0.3,6657,33.0,17,6629
5375,16.5,15.0,3995,-0.2,6594,33.1,83,6625
5451,16.5,15.0,3998,-0.0,6659,33.3,0,6622
5576,16.5,15.0,3992,0.3,6594,33.2,84,6617
5654,16.6,15.0,3983,1.1,6594,33.2,1,6600
5764,16.6,15.0,3982,1.1,6590,33.1,85,6601
5857,16.8,15.0,3979,0.9,6589,32.7,2,6601
5965,16.9,15.0,3973,1.4,6586,33.0,86,6590
6043,16.5,15.0,4005,-1.2,6583,33.4,3,6642
6167,16.3,15.0,4030,-3.1,6590,33.0,87,6679
6244,17.0,15.0,3972,1.7,6597,33.3,4,6584
6368,16.6,15.0,3966,2.3,6659,33.3,88,6576
6445,16.1,15.0,4019,-2.5,6593,33.8,5,6669
6567,16.2,15.0,4037,-3.8,6665,33.2,89,6691
6643,16.0,15.0,4008,-1.2,6606,34.0,6,6646
6766,16.0,15.0,4006,-1.0,6674,33.8,90,6644
6859,16.1,15.0,3985,0.8,6675,33.7,7,6608
6968,15.9,15.0,3994,-0.3,6674,33.7,74,6631
7046,15.8,15.0,3998,-0.6,6674,34.1,9,6637
7171,15.9,15.0,4002,-0.9,6610,33.5,67,6642
7250,15.6,15.0,4009,-1.4,6610,34.0,2,6654
7357,15.9,15.0,3998,-0.4,6612,33.6,68,6632
7435,15.8,15.0,3982,0.9,6610,33.8,3,6611
7574,15.8,15.0,3989,0.2,6607,33.8,76,6622
7651,15.9,15.0,3985,0.4,6606,33.7,11,6617
7773,15.9,15.0,3983,0.6,6603,34.0,77,6614
7849,15.9,15.0,3995,-0.6,6602,33.7,12,6634
7973,16.0,15.0,3984,0.4,6666,33.8,77,6617
8049,16.1,15.0,3978,0.9,6600,33.2,13,6606
8173,16.0,15.0,3975,1.0,6659,33.7,78,6605
8249,15.7,15.0,4001,-1.1,6594,33.9,13,6645
8372,15.9,15.0,4009,-2.0,6665,33.8,79,6659
