t_ms,H_cm,T_cm,E_cm,P,M,D_cms,RPM,RAW_cm,age_ms,F,PRE,CAS,RS,CM,FH,TID,TIN,TST
9,2.6,10.0,0.9,0,0,1.5,0,46.7,72,40.0,0,1,6640,2,0.00,0xEE,0,0
13,2.3,10.0,0.9,0,0,1.5,0,46.5,7,40.0,0,1,6640,2,0.00,0xEE,0,0
13,2.7,10.0,0.9,0,0,1.5,0,46.3,196,40.0,0,1,6640,2,0.00,0xEE,0,0
13,2.9,10.0,0.9,0,0,1.5,0,46.7,4,40.0,0,1,6640,2,0.00,0xEE,0,0
13,2.6,10.0,0.9,0,0,1.5,0,46.9,14,40.0,0,1,6640,2,0.00,0xEE,0,0
13,2.4,10.0,0.9,0,0,1.5,0,46.3,71,40.0,0,1,6640,2,0.00,0xEE,0,0
13,2.5,10.0,0.9,0,0,1.5,0,46.7,10,40.0,0,1,6640,2,0.00,0xEE,0,0
13,2.4,10.0,0.9,0,0,1.5,0,46.1,75,40.0,0,1,6640,2,0.00,0xEE,0,0
13,2.7,10.0,0.9,0,0,1.5,0,46.7,11,33.0,0,1,6640,2,0.00,0xEE,0,0
13,2.5,10.0,0.9,0,0,1.5,0,46.6,76,33.0,0,1,6640,2,0.00,0xEE,0,0
13,2.7,10.0,0.9,0,0,1.5,0,46.1,11,33.0,0,1,6640,2,0.00,0xEE,0,0
13,3.0,10.0,0.9,0,0,1.5,0,46.6,77,33.0,0,1,6640,2,0.00,0xEE,0,0
13,2.7,10.0,0.9,0,0,1.5,0,46.4,12,33.0,0,1,6640,2,0.00,0xEE,0,0
13,2.5,10.0,0.9,0,0,1.5,0,46.6,60,33.0,0,1,6640,2,0.00,0xEE,0,0
13,2.5,10.0,0.9,0,0,1.5,0,46.8,13,33.0,0,1,6640,2,0.00,0xEE,0,0
13,2.7,10.0,0.9,0,0,1.5,0,46.1,61,33.0,0,1,6640,2,0.00,0xEE,0,0
13,2.6,10.0,0.9,0,0,1.5,0,46.9,14,33.0,0,1,6640,2,0.00,0xEE,0,0
13,2.5,10.0,0.9,0,0,1.5,0,46.6,62,33.0,0,1,6640,2,0.00,0xEE,0,0
