t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
11,0,0,0,0,47.3,62
15,0,0,0,0,46.9,15
15,0,0,0,0,47.1,63
15,0,0,0,0,47,16
15,0,0,0,0,47.3,188
15,0,0,0,0,47.2,3
15,0,0,0,0,47.1,4
15,0,0,0,0,47.2,66
15,0,0,0,0,46.7,1
15,0,0,0,0,46.5,67
15,0,0,0,0,46.7,3
15,0,0,0,0,47.1,67
15,0,0,0,0,46.7,3
15,0,0,0,0,46.6,66
15,0,0,0,0,47.4,4
15,0,0,0,0,47.2,69
15,0,0,0,0,47,4
15,0,0,0,0,47.1,53
15,0,0,0,0,46.4,6
15,0,0,0,0,46.9,53
15,0,0,0,0,46.7,6
15,0,0,0,0,47.3,54
15,0,0,0,0,46.6,7
15,0,0,0,0,46.2,55
15,0,1800,0,0,47.1,8
15,0,1800,0,0,47.1,193
15,0,1800,0,0,46.7,1
15,0,1800,0,0,47.1,9
15,0,1800,0,0,46.2,58
15,0,1800,0,0,46.6,11
15,0,1800,0,0,46.6,59
15,0,1800,0,0,47,12
15,0,1800,0,0,46.1,59
15,0,1800,0,0,47,13
15,0,1800,0,0,46.5,60
15,0,1800,0,0,47,14
15,0,1800,0,0,46.7,61
15,0,1800,0,0,47.2,14
15,0,1800,0,0,46.8,62
15,0,1800,0,0,46.8,15
15,0,1800,0,0,47.2,63
15,0,1800,0,0,46.6,16
15,0,1800,0,0,47,64
15,0,1800,0,0,47.2,17
15,0,1800,0,0,47,65
15,0,1800,0,0,46.7,0
15,0,1800,0,0,47.1,66
15,0,1800,0,0,46.8,1
15,0,1800,0,0,46.6,67
15,0,1800,0,0,46.8,2
258,0,4100,0,0,47.1,211
351,0,4100,0,0,46.7,2
428,0,4100,0,0,46.8,9
521,0,4100,0,0,46.9,58
598,0,4100,0,0,46.7,11
722,0,4100,0,0,47.4,59
799,0,4100,0,0,47.2,12
922,0,4100,0,0,46.7,60
999,0,4100,0,0,46.8,13
1123,0,4100,0,0,46.6,61
1201,0,4100,0,0,47.1,14
1324,0,4100,0,0,46.6,61
1401,0,4100,0,0,46.3,15
1526,0,4100,0,0,47,62
1605,0,4100,0,0,46.7,16
1729,0,4100,0,0,46.3,63
1807,0,4100,0,0,47,17
1930,0,4100,0,0,47.1,64
2009,0,4100,0,0,46.5,17
2118,0,4100,0,0,46.7,65
2211,0,4100,0,0,47,0
2335,0,4100,0,1063,46.9,66
2398,0,4100,0,2924,46.9,1
2521,0,4100,0,4170,47.1,67
2599,0,4100,0,4644,47.3,2
2723,0,4100,0,5032,47,68
2802,0,4100,0,5243,47.1,3
2927,0,4100,0,5491,47.1,69
3006,0,4100,0,5613,46.6,4
3130,0,4100,0,5788,46.9,53
3210,0,4100,0,5932,46.9,6
3333,0,4100,0,6053,46.8,54
3409,0,4100,0,6121,46.6,7
3533,0,4100,0,6151,46.7,53
3612,0,4100,0,6199,47.3,7
3720,0,4100,0,6330,47,54
3797,0,4100,0,6309,47.2,8
3922,0,4100,0,6362,47.8,55
3999,0,4100,0,6458,47.2,9
4125,0,4100,0,6500,47.2,56
4203,0,4100,0,6458,46.6,10
4326,0,4100,0,6490,46.6,57
4403,0,4100,0,6573,47.1,11
4527,0,4100,0,6534,47.1,58
4605,0,4100,0,6612,47,11
4729,0,4100,0,6632,46.9,60
4807,0,4100,0,6643,47.3,13
4930,0,4100,0,6594,47.4,60
5022,0,4100,0,6668,46.9,13
5132,0,4100,0,6616,46.8,61
5210,0,4100,0,6688,47.4,14
5333,0,4100,0,6635,46.7,62
5411,0,4100,0,6640,46.7,15
5520,0,4100,0,6711,47.1,63
5612,0,4100,0,6650,47.2,16
5722,0,4100,0,6723,46.8,64
5798,0,4100,0,6727,46.5,17
5923,0,4100,0,6671,46.4,65
6001,0,4100,0,6674,46.7,0
6126,0,4100,0,6744,47.1,67
6203,0,4100,0,6744,46.7,2
6328,0,4100,0,6746,46.8,66
6406,0.1,4100,0,6747,45.9,2
6530,0.3,4100,0,6683,45.9,75
6609,0.4,4100,0,6684,45.7,10
6733,0.4,4100,0,6750,45.9,76
6811,0.9,4100,0,6685,45.3,11
6936,1,4100,0,6750,45.3,77
7014,1.1,4100,0,6752,45.1,12
7141,1.1,4100,0,6688,45.6,60
7218,0.9,4100,0,6688,45.4,13
7327,1.6,4100,0,6758,44.9,61
7421,1.6,4100,0,6759,44.6,14
