t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
9,2.6,0,2.8,0,46.9,0
12,2.5,0,2.8,0,46.9,57
12,2.5,0,2.8,0,46.8,11
12,2.2,0,2.8,0,46.5,189
12,2.5,0,2.8,0,47,2
12,2.3,0,2.8,0,46.4,5
12,2.6,0,2.8,0,46.6,68
13,2.7,0,2.8,0,46.5,3
13,2.6,0,2.8,0,46.6,69
13,2.5,0,2.8,0,46.6,4
13,2.7,0,2.8,0,46.4,70
13,2.7,0,2.8,0,46.6,5
13,2.6,0,2.8,0,46.9,71
13,2.4,0,2.8,0,47.2,6
13,2.2,0,2.8,0,46.8,72
13,2.6,0,2.8,0,46.6,7
13,2.4,0,2.8,0,47,73
13,2.4,0,2.8,0,46.4,8
13,2.8,0,2.8,0,47.1,74
13,2.3,0,2.8,0,47.5,9
13,2.2,0,2.8,0,46.8,75
13,2.6,0,2.8,0,46.6,10
13,2.7,0,2.8,0,46.6,76
13,2.6,0,2.8,0,46.3,11
13,2.5,1800,2.8,0,47,213
13,2.3,1800,2.8,0,46.5,3
13,2.6,1800,2.8,0,46.5,11
13,2.6,1800,2.8,0,46.7,67
13,2.5,1800,2.8,0,46.6,2
13,2.4,1800,2.8,0,46.9,68
13,2.5,1800,2.8,0,47.2,3
13,2.4,1800,2.8,0,46.1,69
13,2.7,1800,2.8,0,46.6,4
13,2.6,1800,2.8,0,46.7,70
13,2.7,1800,2.8,0,46.3,5
13,2.5,1800,2.8,0,47,71
13,2.7,1800,2.8,0,46.8,6
13,2.5,1800,2.8,0,47.1,64
13,2.5,1800,2.8,0,47.5,17
13,2.1,1800,2.8,0,47.2,72
13,2.2,1800,2.8,0,47.4,8
13,2.1,1800,2.8,0,46.9,73
13,2.5,1800,2.8,0,47.2,9
13,2.6,1800,2.8,0,47.2,74
13,2.5,1800,2.8,0,47,10
13,2.4,1800,2.8,0,46.8,75
13,2.7,1800,2.8,661,47.1,10
13,3,1800,2.8,1268,47.2,76
13,2.4,1800,2.8,1369,46.7,11
229,2.6,4100,0,3827,46.6,213
306,2.4,4100,0,4443,47.4,3
384,2.3,4100,0,4808,46.8,11
491,2.5,4100,0,5221,46.7,69
569,2.4,4100,0,5413,46.9,4
694,2.5,4100,0,5581,47.2,62
770,2.6,4100,0,5763,47,15
894,2.6,4100,0,5878,46.6,71
971,2,4100,0,6025,47.2,6
1094,2.2,4100,0,6085,47.3,71
1173,2.5,4100,0,6151,46.6,7
1296,2.6,4100,0,6301,46.5,72
1374,2.3,4100,0,6289,46.9,7
1497,2.3,4100,0,6418,47,73
1574,2.6,4100,0,6395,46.6,8
1698,2.5,4100,0,6447,47.3,74
1774,2.6,4100,0,6541,47.1,9
