t_ms,H,T,E,P,M,D,R,RAW,A,F,PRE,CAS,RS,CM,FH
7750,18.0,20.0,2.0,4015,0,-0.6,6681,32.1,3,48.5,0,1,6678,2,0.00
7781,18.1,20.0,1.9,4008,0,-0.1,6681,31.7,4,48.5,0,1,6668,2,0.00
7797,18.1,20.0,1.9,4005,0,0.2,6618,31.6,6,48.5,0,1,6663,2,0.00
7812,18.1,20.0,1.9,4004,0,0.5,6619,31.6,8,48.5,0,1,6658,2,0.00
7906,18.1,20.0,1.9,4000,0,0.7,6680,31.8,73,48.5,0,1,6654,2,0.00
7922,18.0,20.0,2.0,4002,0,0.5,6680,31.2,4,48.5,0,1,6659,2,0.00
7937,17.9,20.0,2.1,4011,0,-0.1,6615,32.0,6,48.5,0,1,6671,2,0.00
7953,18.0,20.0,2.0,4013,0,-0.2,6615,31.4,8,48.5,0,1,6671,2,0.00
7984,18.1,20.0,1.9,4014,0,-0.2,6678,31.7,9,49.6,0,1,6671,2,0.00
8000,18.2,20.0,1.8,4008,0,0.2,6678,31.6,9,49.6,0,1,6663,2,0.00
8015,18.1,20.0,1.9,4007,0,0.2,6678,32.0,9,49.6,0,1,6663,2,0.00
8047,18.1,20.0,1.9,4008,0,0.3,6613,31.6,9,49.6,0,1,6661,2,0.00
8062,18.0,20.0,2.0,4013,0,0.0,6613,32.2,9,49.6,0,1,6668,2,0.00
8078,17.8,20.0,2.2,4026,0,-1.2,6678,31.6,1,49.6,0,1,6693,2,0.00
8093,17.9,20.0,2.1,4027,0,-1.3,6677,31.2,3,49.6,0,1,6694,2,0.00
8124,18.1,20.0,1.9,4023,0,-1.0,6613,31.5,5,49.6,0,1,6686,2,0.00
8140,18.2,20.0,1.8,4013,0,-0.2,6615,31.5,7,49.6,0,1,6670,2,0.00
8155,18.3,20.0,1.7,4006,0,0.5,6616,31.4,9,49.6,0,1,6657,2,0.00
8186,18.3,20.0,1.7,3998,0,1.1,6681,31.4,9,49.6,0,1,6645,2,0.00
8201,18.3,20.0,1.7,3991,0,1.7,6681,31.3,9,49.6,0,1,6635,2,0.00
8217,18.4,20.0,1.6,3987,0,2.1,6618,31.7,9,49.6,0,1,6627,2,0.00
8232,18.3,20.0,1.7,3988,0,2.2,6616,31.6,9,49.6,0,1,6627,2,0.00
8264,18.1,20.0,1.9,3991,0,1.2,6680,31.9,1,49.6,0,1,6648,2,0.00
8278,18.0,20.0,2.0,4007,0,0.4,6680,31.3,3,49.6,0,1,6663,2,0.00
8294,18.1,20.0,1.9,4009,0,0.1,6678,30.9,5,49.6,0,1,6667,2,0.00
8326,18.3,20.0,1.7,4008,0,0.3,6616,31.3,6,49.6,0,1,6661,2,0.00
8404,18.3,20.0,1.7,4011,0,0.3,6681,31.3,90,49.6,0,1,6661,2,0.00
8420,18.4,20.0,1.6,4006,0,0.6,6681,31.5,2,49.6,0,1,6655,2,0.00
8443,18.3,20.0,1.7,4005,0,0.6,6681,31.5,4,49.6,0,1,6656,2,0.00
8466,18.3,20.0,1.7,4009,0,0.3,6616,31.8,6,49.6,0,1,6661,2,0.00
8482,18.3,20.0,1.7,4013,0,0.1,6616,31.2,8,49.6,0,1,6664,2,0.00
8497,18.3,20.0,1.7,4013,0,-0.0,6681,31.5,9,49.6,0,1,6667,2,0.00
8528,18.4,20.0,1.6,4009,0,0.1,6681,31.2,9,49.6,0,1,6664,2,0.00
8543,18.4,20.0,1.6,4005,0,0.4,6618,31.3,9,49.6,0,1,6658,2,0.00
8558,18.5,20.0,1.5,4002,0,0.8,6618,31.4,9,49.6,0,1,6651,2,0.00
8589,18.3,20.0,1.7,4003,0,0.4,6683,31.8,0,49.6,0,1,6660,2,0.00
8605,18.1,20.0,1.9,4017,0,-0.3,6684,31.7,2,49.6,0,1,6676,2,0.00
8621,18.0,20.0,2.0,4026,0,-1.2,6683,31.6,4,49.6,0,1,6692,2,0.00
8636,18.1,20.0,1.9,4032,0,-1.7,6619,31.3,6,49.6,0,1,6700,2,0.00
8667,18.2,20.0,1.8,4033,0,-1.7,6621,31.5,8,49.6,0,1,6699,2,0.00
8683,18.3,20.0,1.7,4027,0,-1.3,6687,31.3,9,49.6,0,1,6690,2,0.00
8698,18.4,20.0,1.6,4018,0,-0.6,6688,30.9,9,49.6,0,1,6677,2,0.00
8729,18.5,20.0,1.5,4008,0,0.1,6691,31.4,9,49.6,0,1,6663,2,0.00
8745,18.4,20.0,1.6,4005,0,0.6,6626,31.5,9,49.6,0,1,6655,2,0.00
8760,18.4,20.0,1.6,4004,0,0.9,6628,31.0,9,49.6,0,1,6651,2,0.00
8790,18.3,20.0,1.7,4004,0,0.8,6691,31.4,1,49.6,0,1,6652,2,0.00
8806,18.3,20.0,1.7,4003,0,0.8,6693,31.4,3,49.6,0,1,6654,2,0.00
8822,18.4,20.0,1.6,4005,0,0.7,6628,31.2,5,49.6,0,1,6653,2,0.00
8899,18.4,20.0,1.6,4007,0,0.7,6691,31.2,81,49.6,0,1,6653,2,0.00
8915,18.4,20.0,1.6,4004,0,0.7,6691,31.2,8,49.6,0,1,6653,2,0.00
8931,18.5,20.0,1.5,4001,0,0.9,6693,30.9,9,49.6,0,1,6650,2,0.00
8961,18.6,20.0,1.4,3998,0,1.2,6628,31.1,9,49.6,0,1,6643,2,0.00
8977,18.7,20.0,1.3,3994,0,1.6,6628,30.9,9,47.0,0,1,6633,2,0.00
8992,18.7,20.0,1.3,3988,0,2.2,6691,31.1,0,47.0,0,1,6623,2,0.00
9024,18.6,20.0,1.4,3987,0,2.0,6691,31.4,2,47.0,0,1,6628,2,0.00
9039,18.6,20.0,1.4,3993,0,1.6,6625,31.2,4,47.0,0,1,6635,2,0.00
9054,18.6,20.0,1.4,3999,0,1.2,6625,30.7,6,47.0,0,1,6644,2,0.00
9086,18.6,20.0,1.4,4004,0,0.8,6626,31.3,8,47.0,0,1,6651,2,0.00
9102,18.6,20.0,1.4,4004,0,0.6,6691,31.0,9,47.0,0,1,6654,2,0.00
9118,18.7,20.0,1.3,4002,0,0.5,6690,30.8,9,47.0,0,1,6654,2,0.00
9133,18.8,20.0,1.2,4002,0,0.7,6625,31.5,9,47.0,0,1,6650,2,0.00
9164,18.8,20.0,1.2,4002,0,0.7,6626,31.0,9,47.0,0,1,6649,2,0.00
9180,18.5,20.0,1.5,4005,0,-0.2,6691,31.8,0,47.0,0,1,6670,2,0.00
9196,18.3,20.0,1.7,4024,0,-1.2,6691,31.6,2,47.0,0,1,6690,2,0.00
9226,18.2,20.0,1.8,4033,0,-2.1,6628,31.5,4,47.0,0,1,6708,2,0.00
9241,18.2,20.0,1.8,4043,0,-2.8,6629,31.5,6,47.0,0,1,6721,2,0.00
9257,18.2,20.0,1.8,4048,0,-3.2,6631,30.7,8,47.0,0,1,6727,2,0.00
9272,18.5,20.0,1.5,4038,0,-2.5,6696,30.5,9,47.0,0,1,6711,2,0.00
9304,18.8,20.0,1.2,4020,0,-1.2,6699,30.7,9,47.0,0,1,6684,2,0.00
9320,19.2,20.0,0.8,3997,0,0.8,6637,30.4,9,47.0,0,1,6644,2,0.00
9413,19.3,20.0,0.7,3974,0,2.6,6700,30.4,76,47.0,0,1,6610,2,0.00
9429,19.4,20.0,0.6,3969,0,2.9,6634,30.5,8,47.0,0,1,6604,2,0.00
9445,19.4,20.0,0.6,3962,0,3.6,6634,31.1,9,47.0,0,1,6590,2,0.00
9460,19.2,20.0,0.8,3966,0,3.6,6632,31.0,9,47.0,0,1,6595,2,0.00
9491,18.8,20.0,1.2,3973,0,1.7,6694,30.7,0,47.0,0,1,6632,2,0.00
9507,18.9,20.0,1.1,3992,0,1.0,6694,30.5,2,47.0,0,1,6644,2,0.00
9523,19.1,20.0,0.9,3991,0,0.8,6628,30.2,4,47.0,0,1,6645,2,0.00
9554,19.2,20.0,0.8,3990,0,1.0,6628,31.4,6,47.0,0,1,6641,2,0.00
9569,19.2,20.0,0.8,3991,0,1.0,6693,30.7,8,47.0,0,1,6639,2,0.00
9585,19.2,20.0,0.8,3991,0,0.9,6691,30.7,9,47.0,0,1,6643,2,0.00
9601,19.1,20.0,0.9,3995,0,0.5,6628,30.8,9,47.0,0,1,6650,2,0.00
9632,19.1,20.0,0.9,3999,0,0.2,6628,30.7,9,47.0,0,1,6655,2,0.00
9662,19.1,20.0,0.9,4004,0,-0.1,6628,30.9,9,47.0,0,1,6662,2,0.00
9662,19.1,20.0,0.9,4006,0,-0.4,6691,30.5,9,47.0,0,1,6667,2,0.00
9692,19.2,20.0,0.8,4005,0,-0.4,6693,31.0,1,47.0,0,1,6666,2,0.00
9708,19.2,20.0,0.8,4000,0,-0.2,6629,30.4,3,47.0,0,1,6662,2,0.00
9723,19.3,20.0,0.7,3998,0,0.2,6631,30.0,5,47.0,0,1,6655,2,0.00
9739,19.3,20.0,0.7,3994,0,0.6,6694,30.5,7,47.0,0,1,6646,2,0.00
9771,19.4,20.0,0.6,3988,0,1.0,6696,30.8,9,47.0,0,1,6639,2,0.00
9786,19.2,20.0,0.8,3988,0,0.9,6631,30.8,9,47.0,0,1,6642,2,0.00
9801,19.1,20.0,0.9,3995,0,0.5,6631,30.4,9,47.0,0,1,6651,2,0.00
9832,19.1,20.0,0.9,4001,0,0.1,6631,30.5,9,47.0,0,1,6658,2,0.00
9908,19.2,20.0,0.8,3997,0,0.0,6696,31.3,73,47.0,0,1,6658,2,0.00
9924,19.3,20.0,0.7,3995,0,0.1,6632,30.4,8,47.0,0,1,6656,2,0.00
9954,19.3,20.0,0.7,3994,0,0.3,6634,30.4,9,47.0,0,1,6651,2,0.00
9969,19.4,20.0,0.6,3992,0,0.6,6634,30.8,9,47.0,0,1,6646,2,0.00
9985,19.4,20.0,0.6,3987,0,0.9,6697,30.2,9,47.0,0,1,6641,2,0.00
10015,19.3,20.0,0.7,3986,0,0.9,6697,30.6,9,47.0,0,1,6641,2,0.00
10031,19.1,20.0,0.9,3988,0,0.1,6632,30.8,1,47.0,0,1,6658,2,0.00
10047,19.1,20.0,0.9,4004,0,-0.5,6634,30.9,3,47.0,0,1,6670,2,0.00
10063,19.0,20.0,1.0,4012,0,-1.1,6697,30.6,5,47.0,0,1,6682,2,0.00
10093,19.1,20.0,0.9,4013,0,-1.4,6699,30.3,7,47.0,0,1,6686,2,0.00
10109,19.2,20.0,0.8,4008,0,-1.2,6635,30.3,9,47.0,0,1,6679,2,0.00
10125,19.4,20.0,0.6,4001,0,-0.4,6635,29.8,9,47.0,0,1,6665,2,0.00
10156,19.5,20.0,0.5,3992,0,0.4,6637,30.7,9,47.0,0,1,6648,2,0.00
10172,19.5,20.0,0.5,3984,0,1.0,6700,30.4,9,47.0,0,1,6638,2,0.00
10187,19.3,20.0,0.7,3983,0,1.0,6700,30.8,9,47.0,0,1,6639,2,0.00
10203,19.2,20.0,0.8,3984,0,0.6,6637,30.2,0,47.0,0,1,6648,2,0.00
10234,19.4,20.0,0.6,3986,0,0.8,6635,29.5,2,47.0,0,1,6643,2,0.00
10250,19.5,20.0,0.5,3981,0,1.2,6700,30.1,4,47.0,0,1,6633,2,0.00
10265,19.7,20.0,0.3,3969,0,2.1,6699,29.9,6,47.0,0,1,6616,2,0.00
10296,19.9,20.0,0.1,3958,0,2.9,6634,29.8,8,47.0,0,1,6600,2,0.00
10312,20.0,20.0,0.0,3951,0,3.6,6632,29.0,9,47.0,0,1,6585,2,0.00
10328,20.1,20.0,-0.1,3943,0,4.3,6632,29.6,9,47.0,0,1,6571,2,0.00
10422,20.2,20.0,-0.2,3930,0,4.9,6687,29.6,74,47.0,0,1,6559,2,0.00
10438,20.2,20.0,-0.2,3932,0,4.8,6621,30.1,9,47.0,0,1,6560,2,0.00
10453,20.2,20.0,-0.2,3940,0,4.2,6616,29.7,9,47.0,0,1,6572,2,0.00
10468,20.2,20.0,-0.2,3950,0,3.4,6678,29.2,9,47.0,0,1,6587,2,0.00
10499,20.2,20.0,-0.2,3956,0,2.6,6675,29.5,9,47.0,0,1,6600,2,0.00
10514,20.4,20.0,-0.4,3957,0,2.3,6674,29.1,9,47.0,0,1,6603,2,0.00
10529,20.8,20.0,-0.8,3955,0,3.1,6607,28.8,0,47.0,0,1,6583,2,0.00
10559,21.0,20.0,-1.0,3939,0,3.8,6607,29.0,2,47.0,0,1,6569,2,0.00
10575,21.0,20.0,-1.0,3932,0,4.2,6669,29.4,3,47.0,0,1,6561,2,0.00
10590,20.8,20.0,-0.8,3936,0,3.9,6668,29.4,5,47.0,0,1,6570,2,0.00
10622,20.6,20.0,-0.6,3947,0,2.9,6600,29.7,7,47.0,0,1,6591,2,0.00
10636,20.4,20.0,-0.4,3965,0,1.4,6600,29.6,9,47.0,0,1,6620,2,0.00
10651,20.3,20.0,-0.3,3983,0,-0.0,6599,28.9,9,47.0,0,1,6646,2,0.00
10682,20.5,20.0,-0.5,3988,0,-0.7,6662,28.9,9,47.0,0,1,6657,2,0.00
10697,20.7,20.0,-0.7,3985,0,-0.7,6662,28.6,9,47.0,0,1,6652,2,0.00
10712,21.0,20.0,-1.0,3976,0,0.1,6599,28.8,9,47.0,0,1,6635,2,0.00
10728,21.0,20.0,-1.0,3970,0,1.2,6597,29.2,1,47.0,0,1,6616,2,0.00
10759,20.9,20.0,-0.9,3969,0,1.2,6663,28.7,2,47.0,0,1,6618,2,0.00
10775,20.7,20.0,-0.7,3972,0,0.7,6662,29.2,4,47.0,0,1,6628,2,0.00
10790,20.8,20.0,-0.8,3971,0,0.6,6663,28.8,6,47.0,0,1,6629,2,0.00
10821,20.9,20.0,-0.9,3972,0,0.6,6599,29.0,8,47.0,0,1,6629,2,0.00
10836,20.9,20.0,-0.9,3972,0,0.7,6597,29.1,9,47.0,0,1,6626,2,0.00
10913,20.9,20.0,-0.9,3973,0,0.5,6662,28.9,74,47.0,0,1,6629,2,0.00
10945,20.9,20.0,-0.9,3972,0,0.5,6662,28.9,6,47.0,0,1,6629,2,0.00
10959,21.0,20.0,-1.0,3973,0,0.5,6597,29.1,8,47.0,0,1,6628,2,0.00
10990,21.0,20.0,-1.0,3972,0,0.5,6597,28.9,9,49.0,0,1,6628,2,0.00
11005,20.9,20.0,-0.9,3975,0,0.3,6662,29.2,9,49.0,0,1,6633,2,0.00
11020,20.8,20.0,-0.8,3979,0,-0.1,6662,29.5,9,49.0,0,1,6642,2,0.00
11036,20.6,20.0,-0.6,3987,0,-0.8,6663,29.3,9,49.0,0,1,6656,2,0.00
11068,20.7,20.0,-0.7,3997,0,-1.7,6599,28.9,0,49.0,0,1,6671,2,0.00
11083,21.0,20.0,-1.0,4000,0,-1.0,6600,28.4,2,49.0,0,1,6655,2,0.00
11099,21.1,20.0,-1.1,3980,0,-0.1,6665,28.9,3,49.0,0,1,6636,2,0.00
11115,21.1,20.0,-1.1,3970,0,0.7,6665,28.9,5,49.0,0,1,6623,2,0.00
11145,21.0,20.0,-1.0,3968,0,0.8,6602,28.8,7,49.0,0,1,6622,2,0.00
11162,21.0,20.0,-1.0,3968,0,0.9,6602,29.4,9,49.0,0,1,6621,2,0.00
11177,20.8,20.0,-0.8,3975,0,0.5,6602,29.4,9,49.0,0,1,6630,2,0.00
11193,20.6,20.0,-0.6,3983,0,-0.3,6666,30.2,9,49.0,0,1,6646,2,0.00
11222,20.3,20.0,-0.3,3999,0,-1.7,6665,29.8,9,49.0,0,1,6675,2,0.00
11237,20.2,20.0,-0.2,4014,0,-3.1,6602,29.7,9,49.0,0,1,6702,2,0.00
11253,20.2,20.0,-0.2,4030,0,-4.7,6603,29.4,1,49.0,0,1,6730,2,0.00
11285,20.4,20.0,-0.4,4030,0,-4.2,6669,28.8,3,49.0,0,1,6720,2,0.00
11300,20.7,20.0,-0.7,4014,0,-3.0,6671,28.9,4,49.0,0,1,6694,2,0.00
11314,20.9,20.0,-0.9,3993,0,-1.3,6674,28.8,6,49.0,0,1,6662,2,0.00
11345,21.0,20.0,-1.0,3976,0,0.3,6612,29.0,8,49.0,0,1,6631,2,0.00
11422,21.0,20.0,-1.0,3961,0,1.5,6678,29.5,74,49.0,0,1,6609,2,0.00
11437,20.4,20.0,-0.4,3972,0,0.7,6678,29.8,5,49.0,0,1,6630,2,0.00
11468,20.1,20.0,-0.1,3987,0,-0.6,6613,29.8,7,49.0,0,1,6658,2,0.00
11483,20.0,20.0,-0.0,4004,0,-2.0,6613,29.3,8,49.0,0,1,6684,2,0.00
11499,20.0,20.0,-0.0,4016,0,-2.9,6613,29.9,9,49.0,0,1,6701,2,0.00
11529,20.2,20.0,-0.2,4017,0,-3.2,6680,29.4,9,49.0,0,1,6704,2,0.00
11545,20.3,20.0,-0.3,4014,0,-3.0,6680,29.5,9,49.0,0,1,6699,2,0.00
11559,20.4,20.0,-0.4,4009,0,-2.5,6618,29.8,9,49.0,0,1,6688,2,0.00
11590,20.2,20.0,-0.2,4008,0,-2.0,6619,30.1,0,49.0,0,1,6683,2,0.00
11605,20.0,20.0,0.0,4013,0,-2.4,6685,30.5,2,49.0,0,1,6691,2,0.00
11620,19.7,20.0,0.3,4023,0,-3.2,6685,30.9,4,49.0,0,1,6710,2,0.00
11651,19.3,20.0,0.7,4039,0,-4.6,6687,30.8,6,49.0,0,1,6739,2,0.00
11666,19.1,20.0,0.9,4059,0,-6.0,6625,30.7,8,49.0,0,1,6768,2,0.00
11682,19.0,20.0,1.0,4072,0,-7.1,6628,29.8,9,49.0,0,1,6788,2,0.00
11697,19.2,20.0,0.8,4072,0,-7.2,6696,30.4,9,49.0,0,1,6788,2,0.00
11728,19.4,20.0,0.6,4061,0,-6.5,6699,30.2,9,49.0,0,1,6772,2,0.00
11743,19.5,20.0,0.5,4047,0,-5.1,6640,29.7,9,49.0,0,1,6746,2,0.00
11758,19.8,20.0,0.2,4025,0,-3.1,6643,29.2,9,49.0,0,1,6708,2,0.00
11790,20.2,20.0,-0.2,3976,0,1.3,6709,29.6,1,49.0,0,1,6623,2,0.00
11806,20.2,20.0,-0.2,3954,0,3.1,6711,29.7,3,49.0,0,1,6591,2,0.00
11822,20.2,20.0,-0.2,3938,0,4.3,6711,29.7,5,49.0,0,1,6569,2,0.00
11838,20.1,20.0,-0.1,3931,0,5.0,6645,29.5,7,49.0,0,1,6557,2,0.00
11933,20.1,20.0,-0.1,3927,0,5.0,6700,29.5,91,49.0,0,1,6557,2,0.00
11948,20.1,20.0,-0.1,3937,0,4.0,6697,29.8,2,49.0,0,1,6576,2,0.00
11963,20.0,20.0,0.0,3950,0,2.7,6696,30.1,4,49.0,0,1,6600,2,0.00
11995,19.9,20.0,0.1,3967,0,1.3,6629,30.0,6,47.6,0,1,6627,2,0.00
12011,19.7,20.0,0.3,3986,0,-0.1,6628,30.5,8,47.6,0,1,6654,2,0.00
12026,19.6,20.0,0.4,4002,0,-1.6,6690,30.6,9,47.6,0,1,6683,2,0.00
12042,19.4,20.0,0.6,4020,0,-3.3,6691,31.0,9,47.6,0,1,6714,2,0.00
12074,19.2,20.0,0.8,4041,0,-4.9,6628,30.7,9,47.6,0,1,6747,2,0.00
12089,19.1,20.0,0.9,4057,0,-6.2,6629,30.5,9,47.6,0,1,6770,2,0.00
12105,19.2,20.0,0.8,4065,0,-6.8,6696,29.9,9,47.6,0,1,6781,2,0.00
12137,19.6,20.0,0.4,4045,0,-5.3,6700,30.3,1,47.6,0,1,6749,2,0.00
12152,19.7,20.0,0.3,4026,0,-3.8,6703,30.0,3,47.6,0,1,6720,2,0.00
12168,19.6,20.0,0.4,4015,0,-2.5,6643,30.3,5,47.6,0,1,6698,2,0.00
12182,19.6,20.0,0.4,4006,0,-1.6,6644,31.1,7,47.6,0,1,6682,2,0.00
12214,19.2,20.0,0.8,4007,0,-1.6,6709,31.1,9,47.6,0,1,6687,2,0.00
12231,19.0,20.0,1.0,4014,0,-2.3,6711,31.0,9,47.6,0,1,6702,2,0.00
12246,18.7,20.0,1.3,4028,0,-3.3,6647,30.9,9,47.6,0,1,6723,2,0.00
12262,18.7,20.0,1.3,4035,0,-3.8,6650,31.3,9,47.6,0,1,6732,2,0.00
12293,18.7,20.0,1.3,4039,0,-4.2,6715,31.5,9,47.6,0,1,6741,2,0.00
12309,18.6,20.0,1.4,4042,0,-4.5,6718,30.8,1,47.6,0,1,6746,2,0.00
12325,18.9,20.0,1.1,4030,0,-3.7,6656,30.7,2,47.6,0,1,6729,2,0.00
12357,19.0,20.0,1.0,4017,0,-2.4,6659,31.4,4,47.6,0,1,6704,2,0.00
12435,19.0,20.0,1.0,4017,0,-2.4,6729,31.4,88,47.6,0,1,6704,2,0.00
12450,18.5,20.0,1.5,4015,0,-2.0,6730,31.7,0,47.6,0,1,6703,2,0.00
12466,18.2,20.0,1.8,4023,0,-2.4,6666,31.5,2,47.6,0,1,6714,2,0.00
12497,18.2,20.0,1.8,4027,0,-2.7,6668,31.5,4,47.6,0,1,6719,2,0.00
12512,18.2,20.0,1.8,4025,0,-2.7,6732,31.7,6,47.6,0,1,6719,2,0.00
12528,18.2,20.0,1.8,4024,0,-2.7,6735,31.9,7,47.6,0,1,6719,2,0.00
12560,18.1,20.0,1.9,4024,0,-2.8,6671,31.8,9,47.6,0,1,6722,2,0.00
12574,18.0,20.0,2.0,4030,0,-3.1,6671,32.4,9,47.6,0,1,6729,2,0.00
12590,17.8,20.0,2.2,4037,0,-3.5,6674,32.1,9,47.6,0,1,6738,2,0.00
12607,17.7,20.0,2.3,4044,0,-4.0,6740,32.2,9,47.6,0,1,6749,2,0.00
12637,17.6,20.0,2.4,4047,0,-4.4,6741,31.4,9,47.6,0,1,6757,2,0.00
12653,17.9,20.0,2.1,4035,0,-3.3,6680,32.2,1,47.6,0,1,6733,2,0.00
12670,18.1,20.0,1.9,4021,0,-2.1,6681,31.4,3,47.6,0,1,6710,2,0.00
12701,17.9,20.0,2.1,4012,0,-1.4,6747,32.1,5,47.6,0,1,6699,2,0.00
12716,17.8,20.0,2.2,4008,0,-1.0,6747,32.0,7,47.6,0,1,6694,2,0.00
12732,17.7,20.0,2.3,4009,0,-0.9,6684,31.6,9,47.6,0,1,6694,2,0.00
12747,17.8,20.0,2.2,4008,0,-0.7,6684,32.2,9,47.6,0,1,6690,2,0.00
12778,17.9,20.0,2.1,3999,0,-0.2,6750,31.5,9,47.6,0,1,6678,2,0.00
12794,17.8,20.0,2.2,3995,0,0.1,6749,32.4,9,47.6,0,1,6674,2,0.00
12810,17.9,20.0,2.1,3991,0,0.6,6685,31.7,9,47.6,0,1,6665,2,0.00
12826,18.1,20.0,1.9,3988,0,1.4,6684,31.8,0,47.6,0,1,6648,2,0.00
12857,18.0,20.0,2.0,3975,0,1.8,6747,32.2,2,47.6,0,1,6642,2,0.00
12936,18.0,20.0,2.0,3973,0,1.8,6743,32.2,86,47.6,0,1,6642,2,0.00
12952,18.0,20.0,2.0,3974,0,1.7,6677,31.9,9,47.6,0,1,6645,2,0.00
12983,17.8,20.0,2.2,3985,0,0.9,6675,32.3,9,47.6,0,1,6661,2,0.00
12999,17.8,20.0,2.2,3999,0,-0.5,6738,31.8,1,47.6,0,1,6687,2,0.00
13015,17.9,20.0,2.1,3998,0,-0.6,6737,31.5,3,47.6,0,1,6687,2,0.00
13031,17.9,20.0,2.1,4000,0,-0.6,6672,32.0,5,47.6,0,1,6687,2,0.00
13061,18.0,20.0,2.0,4000,0,-0.5,6671,31.8,7,47.6,0,1,6684,2,0.00
13077,17.9,20.0,2.1,3998,0,-0.4,6737,31.9,9,47.6,0,1,6684,2,0.00
13092,17.9,20.0,2.1,3997,0,-0.5,6735,32.5,9,47.6,0,1,6685,2,0.00
13124,17.8,20.0,2.2,4001,0,-0.6,6671,32.0,9,47.6,0,1,6689,2,0.00
13139,17.8,20.0,2.2,4004,0,-0.8,6672,31.7,9,47.6,0,1,6693,2,0.00
13155,17.8,20.0,2.2,4004,0,-1.0,6735,32.2,9,47.6,0,1,6697,2,0.00
13171,17.7,20.0,2.3,4006,0,-1.4,6735,31.5,0,47.6,0,1,6705,2,0.00
13202,17.6,20.0,2.4,4009,0,-1.6,6672,32.1,2,47.6,0,1,6708,2,0.00
13218,17.6,20.0,2.4,4013,0,-1.6,6672,32.1,4,47.6,0,1,6709,2,0.00
13234,17.6,20.0,2.4,4014,0,-1.6,6737,31.8,6,47.6,0,1,6708,2,0.00
13249,17.8,20.0,2.2,4007,0,-1.2,6738,31.6,8,47.6,0,1,6700,2,0.00
13281,17.9,20.0,2.1,3999,0,-0.6,6738,32.6,9,47.6,0,1,6688,2,0.00
13297,18.0,20.0,2.0,3988,0,0.3,6674,31.7,9,47.6,0,1,6671,2,0.00
13313,18.0,20.0,2.0,3982,0,1.0,6674,31.8,9,47.6,0,1,6659,2,0.00
13345,18.0,20.0,2.0,3975,0,1.4,6738,32.2,9,47.6,0,1,6650,2,0.00
13361,18.0,20.0,2.0,3971,0,1.7,6737,31.6,9,47.6,0,1,6646,2,0.00
13440,18.0,20.0,2.0,3972,0,1.8,6666,31.8,73,47.6,0,1,6644,2,0.00
13456,18.0,20.0,2.0,3973,0,1.7,6730,32.0,8,47.6,0,1,6646,2,0.00
13487,17.9,20.0,2.1,3975,0,1.2,6729,32.5,9,47.6,0,1,6656,2,0.00
13503,17.8,20.0,2.2,3984,0,0.4,6726,32.2,9,47.6,0,1,6672,2,0.00
13519,17.5,20.0,2.5,3997,0,-1.5,6663,32.1,0,47.6,0,1,6710,2,0.00
13535,17.6,20.0,2.4,4016,0,-2.1,6660,31.8,2,47.6,0,1,6720,2,0.00
13567,17.6,20.0,2.4,4017,0,-2.4,6726,32.1,4,47.6,0,1,6725,2,0.00
13583,17.6,20.0,2.4,4016,0,-2.4,6727,32.3,6,47.6,0,1,6725,2,0.00
13598,17.6,20.0,2.4,4017,0,-2.3,6663,32.0,8,47.6,0,1,6723,2,0.00
13614,17.6,20.0,2.4,4018,0,-2.2,6665,32.2,9,47.6,0,1,6722,2,0.00
13647,17.6,20.0,2.4,4016,0,-2.1,6729,32.2,9,47.6,0,1,6720,2,0.00
13677,17.5,20.0,2.5,4014,0,-2.0,6732,31.4,9,47.6,0,1,6718,2,0.00
13677,17.6,20.0,2.4,4012,0,-1.7,6666,32.1,9,47.6,0,1,6713,2,0.00
13708,17.6,20.0,2.4,4009,0,-1.3,6668,32.5,9,47.6,0,1,6706,2,0.00
13724,17.3,20.0,2.7,4011,0,-1.5,6732,32.6,1,47.6,0,1,6712,2,0.00
13739,17.2,20.0,2.8,4017,0,-2.0,6734,31.8,3,47.6,0,1,6724,2,0.00
13754,17.3,20.0,2.7,4015,0,-2.1,6671,32.1,5,47.6,0,1,6723,2,0.00
13785,17.5,20.0,2.5,4010,0,-1.5,6671,32.4,7,47.6,0,1,6712,2,0.00
13801,17.5,20.0,2.5,4005,0,-0.9,6671,32.4,9,47.6,0,1,6699,2,0.00
13816,17.4,20.0,2.6,4001,0,-0.6,6737,32.4,9,47.6,0,1,6695,2,0.00
13848,17.3,20.0,2.7,4000,0,-0.5,6737,32.4,9,47.6,0,1,6695,2,0.00
13864,17.3,20.0,2.7,4001,0,-0.5,6672,32.3,9,47.6,0,1,6695,2,0.00
13943,17.4,20.0,2.6,3997,0,-0.3,6737,32.0,74,47.6,0,1,6692,2,0.00
13959,17.4,20.0,2.6,3995,0,-0.3,6735,32.4,9,47.6,0,1,6690,2,0.00
13990,17.4,20.0,2.6,3994,0,-0.0,6672,32.6,9,47.6,0,1,6686,2,0.00
14006,17.4,20.0,2.6,3995,0,0.1,6671,32.2,9,47.6,0,1,6685,2,0.00
14021,17.3,20.0,2.7,3998,0,-0.1,6735,32.8,9,47.6,0,1,6690,2,0.00
14052,17.4,20.0,2.6,3996,0,0.1,6735,32.2,0,47.6,0,1,6684,2,0.00
14068,17.5,20.0,2.5,3984,0,0.6,6671,32.8,2,47.6,0,1,6673,2,0.00
