t_ms,H_cm,T_cm,E_cm,P,M,D_cms,RPM,RAW_cm,age_ms,F,PRE,CAS,RS,CM,FH,TID,TIN,TST
9,2.8,15.0,2.4,0,0,-1.8,0,46.6,4,42.0,0,1,6662,2,0.00,0xEE,0,0
13,2.7,15.0,2.4,0,0,-1.8,0,46.6,70,42.0,0,1,6662,2,0.00,0xEE,0,0
13,2.5,15.0,2.4,0,0,-1.8,0,47.0,5,42.0,0,1,6662,2,0.00,0xEE,0,0
13,2.9,15.0,2.4,0,0,-1.8,0,46.5,194,42.0,0,1,6662,2,0.00,0xEE,0,0
13,2.7,15.0,2.4,0,0,-1.8,0,46.6,2,42.0,0,1,6662,2,0.00,0xEE,0,0
13,2.6,15.0,2.4,0,0,-1.8,0,46.7,10,42.0,0,1,6662,2,0.00,0xEE,0,0
13,2.8,15.0,2.4,0,0,-1.8,0,46.6,72,42.0,0,1,6662,2,0.00,0xEE,0,0
14,2.7,15.0,2.4,0,0,-1.8,0,46.8,8,42.0,0,1,6662,2,0.00,0xEE,0,0
14,2.7,15.0,2.4,0,0,-1.8,0,46.5,73,42.0,0,1,6662,2,0.00,0xEE,0,0
14,2.4,15.0,2.4,0,0,-1.8,0,46.7,8,33.9,0,1,6662,2,0.00,0xEE,0,0
14,2.6,15.0,2.4,0,0,-1.8,0,46.7,74,33.9,0,1,6662,2,0.00,0xEE,0,0
14,2.6,15.0,2.4,0,0,-1.8,0,46.6,9,33.9,0,1,6662,2,0.00,0xEE,0,0
14,2.6,15.0,2.4,0,0,-1.8,0,46.6,75,33.9,0,1,6662,2,0.00,0xEE,0,0
14,3.0,15.0,2.4,0,0,-1.8,0,46.3,10,33.9,0,1,6662,2,0.00,0xEE,0,0
14,2.7,15.0,2.4,0,0,-1.8,0,46.9,76,33.9,0,1,6662,2,0.00,0xEE,0,0
14,2.7,15.0,2.4,0,0,-1.8,0,47.1,11,33.9,0,1,6662,2,0.00,0xEE,0,0
