t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
11,20,3960,3.3,6696,29.9,74
15,20.4,3957,3.4,6622,29.6,9
15,20.6,3954,3.1,6674,29.4,75
42,21.3,3300,0,6528,28.3,10
259,21.3,3300,0,6134,28.6,198
336,20.8,3300,0,6070,30.9,7
430,18.3,3300,0,6008,31.2,15
541,18.3,3300,0,5930,31.6,73
617,15.8,3300,0,5875,34.7,8
739,14,3300,0,5799,36.8,73
818,8.8,3300,0,5808,41.6,9
942,7,3300,0,5688,44.9,74
1020,3.3,3300,0,5704,45.5,10
1129,3.1,3300,0,5594,46.4,75
1222,2.5,3300,0,5619,46.6,10
1330,2.3,3300,0,5574,47.3,76
1408,2.2,3300,0,5493,46.8,11
1533,2.3,3300,0,5457,46.9,77
1610,2.4,3300,0,5436,46.5,12
1734,2.2,3300,0,5460,47.1,53
1810,2.4,3300,0,5443,46.9,6
1933,2.5,3300,0,5363,47.3,60
2012,2.4,3300,0,5401,47,14
2138,2.2,3300,0,5329,47.2,61
2215,2.3,3300,0,5317,46.7,15
2356,2.4,3300,0,5300,46.8,62
2419,2.1,3300,0,5290,47.1,15
2530,2.2,3300,0,5326,47.3,63
2609,2.3,3300,0,5319,46.7,16
2734,2.3,3300,0,5255,47.1,64
2813,2.5,3300,0,5249,47.3,17
2939,2.3,3300,0,5240,47.1,65
3018,2.3,3300,0,5234,46.7,0
3144,2.5,4100,0,5468,47,79
3223,2.1,4100,0,5581,46.2,14
3334,2.3,4100,0,5764,47.1,66
3410,2.5,4100,0,5883,46.8,2
3536,2.3,4100,0,6032,46.9,68
3614,2,4100,0,6113,46.8,3
3739,2.2,4100,0,6284,46.8,68
3816,2.2,4100,0,6282,46.8,3
3939,2.4,4100,0,6425,47,69
4016,2.3,4100,0,6407,46.8,4
4126,2.4,4100,0,6528,47,62
4204,2.5,4100,0,6501,47.3,15
4343,2.6,4100,0,6550,46.6,71
4422,2.3,4100,0,6640,47.2,6
4530,2.2,4100,0,6610,46.9,72
4623,2.3,4100,0,6631,46.8,7
4731,2.2,4100,0,6721,47,66
4807,2.5,4100,0,6738,46.9,1
4931,2.4,4100,0,6761,46.6,73
5010,2.7,4100,0,6772,46.7,8
5133,2.7,4100,0,6723,46.9,74
5213,3,4100,0,6734,46.6,9
5335,2.7,4100,0,6747,46.3,68
5413,3.3,4100,0,6752,45.8,3
5537,3.3,4100,0,6829,45.9,76
5616,3.7,4100,0,6835,45.8,11
5737,3.5,4100,0,6773,45.3,77
5815,4.4,4100,0,6778,44.6,12
5940,4.7,4100,0,6846,44.9,78
6018,5.9,4100,0,6847,43.3,13
6144,6.2,4100,0,6852,43.3,60
6220,6.9,4100,0,6854,42,14
6330,7.7,4100,0,6790,41.9,61
6423,8.8,4100,0,6790,40.4,15
6532,9.2,4100,0,6790,39.5,62
6624,10.9,3800,5.9,6778,38.5,16
6749,11.6,3800,10.5,6703,37.6,76
6827,13.3,3800,12.8,6656,35.7,12
6937,14.3,3800,13.9,6602,35,64
7015,15.8,3800,11.7,6632,33.3,0
7138,16.4,3800,11.2,6520,33.4,65
7229,17.1,3832,4.4,6555,32,1
7353,17.3,3852,3.2,6465,32.2,79
7431,17.5,3875,1.4,6516,31.6,14
7555,17.5,3891,0.3,6510,32.7,80
7633,17.1,3932,-2.4,6446,32.8,15
7757,16.8,3964,-4.6,6457,33.1,81
7834,16.1,3981,-5.3,6469,33.9,16
7943,15.4,4017,-7.3,6493,34.7,82
8036,14.1,4057,-9.5,6577,35.6,17
8145,13.5,4081,-10.7,6615,36,82
8222,11.8,4095,-10.9,6640,37.8,0
8348,11.6,4096,-10.6,6615,38.2,84
8425,10.8,4054,-4.8,6696,38.9,1
8549,10.6,4037,-3.6,6645,38.7,85
8626,9.9,4035,-2.9,6648,39.4,2
8751,10.2,4034,-2,6721,39.3,86
8831,9.9,4019,-0.3,6659,39.7,3
8954,9.8,4022,-0.6,6727,39.6,87
9031,10.2,3997,2.1,6727,39.7,4
9155,10.1,3999,1.9,6659,39.4,87
9233,10.4,4003,1.6,6721,38.8,5
9357,10.3,4013,1,6656,39.3,88
9436,10.9,3999,2.2,6656,38.8,6
9545,10.8,3999,2.5,6718,38.8,89
9636,10.9,4022,0.7,6717,38,7
9745,11.1,4018,0.8,6651,38.4,91
9825,11.3,4017,1.4,6718,37.5,8
9949,11.8,3990,3.6,6650,37.9,74
10029,11.9,4003,2.1,6645,37.7,9
10152,11.9,4018,1,6709,37.6,75
10230,12.4,3994,3,6644,37,10
10354,12.7,3987,3.4,6703,37,76
10432,13.2,3984,3.8,6697,36.3,11
10543,13.5,3974,4.3,6625,36,77
10623,14,3980,3.4,6685,35.4,12
10746,14.2,3979,3.3,6618,35.3,77
10823,14.5,3992,2,6615,35,13
10949,14.7,3993,2.1,6615,34.9,78
11027,15.1,3978,2.8,6615,34.9,14
11152,15.1,3989,2.3,6675,35,79
11230,15.2,4011,0.3,6612,34.4,14
11355,15.6,3997,1.3,6678,34.4,80
11432,16,3977,3,6613,34.2,15
11572,15.8,3984,2.4,6672,33.5,81
11636,15.8,4013,0,6671,33.7,16
11745,16,4018,-0.6,6677,34.2,82
11824,16.1,4009,0.3,6681,33.5,17
11946,16.1,4004,0.9,6621,33.5,83
12022,16.1,4006,0.3,6687,33.7,0
12146,16.3,4010,0.4,6623,32.9,84
