t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
10,0.1,0,-2.8,0,47.2,62
13,0,0,-2.8,0,47.4,16
13,0.2,0,-2.8,0,46.8,186
13,0.1,0,-2.8,0,47.1,2
13,0,0,-2.8,0,47.1,2
13,0.1,0,-2.8,0,46.8,65
13,0.2,0,-2.8,0,47,0
13,0,0,-2.8,0,46.8,58
13,0.1,0,-2.8,0,46.9,11
13,0.1,0,0,0,46.8,59
13,0,0,0,0,47,12
13,0,0,0,0,46.6,59
13,0,0,0,0,47.3,13
13,0.1,0,0,0,46.8,60
13,0.1,0,0,0,47.2,13
14,0.3,0,0,0,46.9,69
14,0,0,0,0,46.6,4
14,0.2,0,0,0,47.5,62
14,0,0,0,0,47.2,15
14,0.1,4000,0,0,46.6,207
14,0.3,4000,0,0,46.8,8
14,0,4000,0,1612,46.9,5
14,0.1,4000,0,3471,46.9,61
14,0,4000,0,4094,47.2,15
14,0.2,4000,0,4672,46.6,62
14,0.3,4000,0,4962,47.6,15
14,0,4000,0,5231,47,63
14,0,4000,0,5373,47,16
14,0.1,4000,0,5493,46.8,56
14,0,4000,0,5586,47.1,9
14,0.1,4000,0,5769,47.1,57
14,0.2,4000,0,5843,46.7,10
14,0.2,4000,0,5885,47,65
14,0.1,4000,0,5938,47.3,1
14,0.1,4000,0,6003,47.2,58
14,0,4000,0,6044,47.5,11
14,0.1,4000,0,6102,46.8,67
14,0,4000,0,6193,47,2
14,0,4000,0,6172,46.6,61
14,0,4000,0,6198,47.2,14
14,0,4000,0,6293,46.9,61
14,0,4000,0,6251,47,14
14,0.1,4000,0,6343,46.9,70
14,0.1,4000,0,6302,46.9,5
14,0,4000,0,6387,47.2,71
14,0,4000,0,6338,47.2,6
14,0.1,4000,0,6358,47,71
14,0,4000,0,6433,47.2,7
14,0,4000,0,6387,47,72
61,0,4103,0,6459,47.3,7
309,0,4117,0,6544,46.7,202
386,0.1,4125,0,6568,47.2,1
465,0,4128,-0.1,6527,47.5,0
589,0,4132,-0.2,6557,47.3,82
666,0,4128,-0.1,6643,46.7,17
789,0.3,4129,0.9,6605,46.9,90
866,0,4132,-0.3,6684,47,7
990,0,4140,-0.6,6640,46.4,91
1067,0.2,4129,0.4,6653,46.6,8
1191,0.2,4134,0.5,6735,47.2,73
1268,0,4141,-0.6,6680,47.1,9
1392,0,4135,-0.6,6759,46.9,74
1470,0.4,4124,1.2,6764,46.4,9
