t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
9,0.4,0,1.7,0,47.4,70
13,0.2,0,1.7,0,46.2,5
13,0.2,0,1.7,0,46.7,194
13,0.2,0,1.7,0,46.7,2
13,0.2,0,1.7,0,46.6,10
13,0.1,0,1.7,0,46.8,72
13,0,0,1.7,0,47.2,7
13,0,0,1.7,0,47,65
13,0.3,0,1.7,0,47.3,0
13,0,0,1.7,0,46.2,66
13,0.1,0,1.7,0,47,1
13,0.1,0,1.7,0,46.5,68
13,0.2,3150,1.7,0,46.4,3
13,0.4,3150,1.7,3882,46.9,212
13,0.1,3150,1.7,4220,47,2
13,0.2,3150,1.7,4476,46.5,9
13,0.4,3150,1.7,4779,47,65
13,0.1,3150,1.7,4879,46.8,0
13,0.1,3150,1.7,5062,47,66
13,0.1,3150,1.7,5161,47.2,1
13,0.1,3150,1.7,5283,46.6,59
13,0.1,3150,1.7,5355,46.8,12
13,0,3150,1.7,5451,47.1,59
13,0.1,3150,1.7,5502,47.2,13
13,0.1,3150,1.7,5632,46.9,60
13,0,3150,1.7,5617,47.3,13
13,0.1,3150,1.7,5678,46.8,69
13,0,3150,1.7,5767,47,4
13,0.3,3150,1.7,5755,47.4,70
13,0.1,3150,1.7,5782,47.4,5
13,0.2,3150,1.7,5877,46.6,71
13,0.1,3150,1.7,5899,46.8,6
13,0.2,3150,1.7,5873,46.8,71
13,0.2,3150,1.7,5890,46.8,7
13,0.3,3150,1.7,5915,46.6,72
13,0.2,3150,1.7,5986,46.5,7
13,0.2,3150,1.7,6009,47.2,73
13,0.3,3150,1.7,6021,46.8,8
13,0.2,3150,1.7,6039,46.7,74
13,0.1,3150,1.7,6048,46.9,9
13,0.1,3150,1.7,6002,47.2,75
13,0.3,3150,1.7,6010,47.4,10
13,0.2,3150,1.7,6021,46.4,76
13,0.4,3150,1.7,6030,46.9,11
14,0,3150,1.7,6036,46.9,76
14,0,3150,1.7,6042,47.1,11
14,0,3150,1.7,6109,47.4,69
29,0.3,3200,0.4,6116,46.5,4
306,0.3,3215,1.7,6190,47,197
382,0.2,3324,-0.5,6221,47,73
459,0,3302,0,6263,47.2,16
580,0,3302,0,6251,47.1,81
659,0.1,3303,0,6333,47.1,17
781,0.1,3070,6.7,6277,46.6,82
859,0,3500,-6.7,6335,47,17
981,0,3305,0,6323,47.1,83
1059,0,3305,0,6406,47.7,0
1181,0,3222,1.7,6418,46.7,77
1258,0,3306,0,6364,46.9,12
1382,0,3306,0,6391,46.4,78
1461,0.2,3500,-5,6446,46.9,13
1584,0.1,3390,-1.7,6492,47.2,78
1661,0,3308,0,6450,47,14
1769,0.1,3057,5,6430,46.5,79
1864,0,3392,-1.7,6480,46.6,14
1973,0,3309,0,6509,46.8,80
2049,0.3,3307,0,6439,46.8,15
2173,0.1,3476,-3.3,6475,47.5,81
2250,0.2,3309,0,6496,47,16
2374,0.1,3394,-1.7,6524,46.3,82
2452,0.1,3477,-3.3,6591,47,17
2577,0.1,3311,0,6548,47.3,83
2654,0,3229,1.7,6615,46.9,0
2780,0.1,3229,1.7,6527,46.8,83
2860,0.1,3479,-3.3,6577,47,0
2984,0,3230,1.7,6591,46.8,66
3061,0.2,3063,5,6586,47,1
3185,0.2,3396,-1.7,6511,47.3,74
3263,0.1,3232,1.7,6538,46.9,9
3386,0.1,3399,-1.7,6548,47,75
3464,0.2,3065,5,6557,46.6,10
3588,0.2,3482,-3.3,6558,46.6,75
3664,0.1,3234,1.7,6586,47.4,10
3789,0,3401,-1.7,6593,47.1,76
3866,0,3235,1.7,6602,46.9,11
3973,0,3402,-1.7,6663,47.9,70
4052,0.2,3151,3.3,6597,46.8,5
4176,0.1,3486,-3.3,6668,47,71
4252,0,3321,0,6690,47,6
4375,0,3321,0,6687,47.1,71
4451,0.1,3487,-3.3,6668,47.1,6
4574,0.1,3238,1.7,6594,47.5,72
4651,0,3323,0,6654,47,7
4773,0,3323,0,6594,47.1,73
4851,0,3324,0,6657,47.1,8
4976,0,3324,0,6591,47,74
5055,0.1,3407,-1.7,6580,46.8,9
5177,0.2,3240,1.7,6570,46.8,81
5271,0,3409,-1.7,6634,46.9,17
5379,0.1,3409,-1.7,6590,47.1,82
5456,0,3243,1.7,6665,46.6,17
5580,0,3410,-1.7,6603,46.4,76
5657,0,3244,1.7,6610,46.9,11
5784,0,3411,-1.7,6681,46.9,77
5861,0.1,3245,1.7,6621,46.8,12
5985,0.1,3495,-3.3,6693,47.1,78
6062,0.1,3162,3.3,6708,46.7,13
6185,0.3,3244,1.7,6669,46.7,85
6262,0,3331,0,6671,47,2
6389,0,3331,0,6683,46.4,86
6466,0,3500,-5,6669,47,3
6574,0,3332,0,6613,46.8,80
6651,0.1,3498,-3.3,6605,47,15
6790,0.1,3165,3.3,6583,47.1,88
6868,0,3333,0,6640,47.3,5
6978,0,3333,0,6581,47.4,89
7070,0,3334,0,6647,46.5,6
7180,0,3334,0,6584,47.5,83
7257,0,3335,0,6586,47.3,18
7383,0,3335,0,6586,47.2,83
7460,0,3336,0,6584,46.7,0
7584,0,3336,0,6648,46.9,66
7661,0,3421,-1.7,6581,47,1
7785,0.1,3253,1.7,6645,47.2,67
7863,0,3338,0,6578,47,2
7973,0,3338,0,6650,46.7,68
8051,0.2,3337,0,6576,46.8,3
8191,0.3,3086,5,6540,46.2,75
8268,0.1,3100,6.7,6530,46.6,11
8392,0.1,3404,-6.7,6525,47,76
8470,0,3341,0,6612,47.1,11
8580,0,3341,0,6567,47.1,77
8658,0.1,3174,3.3,6634,46.8,12
8782,0.1,3500,-3.3,6580,47.1,71
8860,0.1,3258,1.7,6596,46.8,6
8985,0,3426,-1.7,6677,47.1,72
9061,0.2,3092,5,6618,46.7,7
9185,0.2,3500,-3.3,6613,46.9,79
9263,0.1,3344,0,6641,46.9,15
9387,0,3428,-1.7,6726,47,80
9465,0.1,3261,1.7,6729,47,15
9573,0,3429,-1.7,6669,47.1,74
9650,0.1,3429,-1.7,6668,47,9
9774,0.1,3179,3.3,6714,46.8,75
9851,0.5,2842,10,6613,45.9,10
9991,0.7,3424,-1.7,6565,45.9,83
10069,0.8,3257,1.7,6574,46.3,0
10178,0.8,3341,0,6629,46.2,76
10255,0.6,3500,-3.3,6573,46.4,12
10379,0.7,3092,5,6621,45.8,84
10457,1.1,3339,0,6511,45.8,1
10582,1.3,3254,1.7,6472,45.7,85
10660,1,3424,-1.7,6545,45.9,2
10787,1.1,3340,0,6513,46.1,86
10865,0.2,3500,-5,6600,46.9,3
10988,0.1,3350,0,6643,47.1,87
11067,0.1,3351,0,6645,47.6,3
11179,0,3352,0,6593,47.1,80
11254,0.2,3018,6.7,6586,46.4,15
11393,0.6,3181,3.3,6513,46.4,88
11471,1,3011,6.7,6548,45.8,5
11578,1,3260,1.7,6513,45.9,89
11669,1.2,3260,1.7,6446,46.3,6
11780,1,3500,-8.3,6492,46.4,90
11857,0,3500,-5,6605,47,7
11982,0.1,3355,0,6571,47,91
12059,0.6,2850,10,6626,46.8,8
12183,0.1,3500,-13.3,6553,47,73
12260,0.1,3356,0,6641,47.5,8
12387,0,3357,0,6602,47.5,74
12463,0,3441,-1.7,6599,47.4,9
12573,0,3358,0,6678,47,68
12651,0,3359,0,6616,47.1,3
12773,0,3359,0,6691,47.2,69
12851,0,3360,0,6693,46.7,4
12989,0.2,3274,1.7,6665,46.9,76
13067,0,3360,0,6672,47.5,12
13190,0,3360,0,6685,46.9,77
13266,0.1,3359,0,6687,46.7,12
13377,0.1,3442,-1.7,6634,47.2,71
13454,0,3360,0,6648,47,6
13578,0.1,3275,1.7,6700,46.9,72
13656,0,3443,-1.7,6631,47.1,7
13780,0,3276,1.7,6700,46.8,73
13856,0.3,3274,1.7,6683,47.2,8
13979,0.1,3500,-5,6703,47.1,73
14058,0,3360,0,6724,46.8,9
14182,0.1,3359,0,6657,47.3,74
14260,0,3360,0,6665,47,9
14370,0.1,3359,0,6663,47.2,61
14447,0.1,3358,0,6718,47.2,14
14571,0,3360,0,6729,47,76
14663,0.3,3107,5,6718,46.6,11
14773,0,3500,-5,6666,46.8,76
14851,0,3500,-3.3,6680,47,12
14976,0.1,3109,5,6720,46.7,77
15054,0,3443,-1.7,6632,46.8,12
15179,0.2,3107,5,6663,46.6,85
15258,0,3500,-5,6580,46.9,2
15382,0.1,3276,1.7,6660,47.4,86
15462,0,3360,0,6600,47.3,3
15584,0,3360,0,6678,47.5,80
15663,0.1,3191,3.3,6681,47.3,15
15773,0,3500,-3.3,6641,47.1,81
15851,0,3360,0,6726,46.9,16
15977,0,3359,0,6665,47.1,81
16055,0,3443,-1.7,6668,46.8,16
16180,0,3360,0,6744,47.2,82
16259,0.3,2940,8.3,6730,46.4,17
16384,0.3,3500,-8.3,6711,47,90
16462,0.7,3353,0,6703,45.8,7
16589,0.7,3353,0,6625,45.9,74
16665,1.1,3432,-1.7,6669,46,9
16773,0.8,3500,-3.3,6635,46.1,66
16852,0.9,3350,0,6645,46.1,1
16993,1,3266,1.7,6640,45.7,74
17071,1.3,3430,-1.7,6607,45.8,9
17178,1.1,3432,-1.7,6688,46,75
17272,1.5,3095,5,6621,45.1,10
17381,1.7,3259,1.7,6629,45.4,76
17459,2.2,3170,3.3,6530,44.3,11
17584,2.6,3167,3.3,6528,44.7,77
17661,3,3079,5,6435,43.9,12
17783,3,3500,-6.7,6448,44.5,77
17859,2.1,3500,-6.7,6570,44.6,13
17968,2,3500,-3.3,6635,45.4,65
18045,0.8,3500,-6.7,6615,46.4,0
18170,0.4,3500,-6.7,6749,47,66
18248,0,3276,1.7,6782,46.5,1
18388,0.5,2800,11.7,6685,46.2,80
18465,1,3099,5,6545,45.6,15
18590,1,3432,-1.7,6599,45.7,81
18667,1.6,3010,6.7,6525,45.5,16
18793,1.5,3428,-1.7,6524,45,82
18870,1.1,3500,-11.7,6560,46.1,17
18979,0.8,3500,-3.3,6632,46.3,82
19073,0.2,3500,-10,6671,47,17
19197,0,3443,-1.7,6776,47,83
