t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
10,2.7,0,0,0,46.4,7
14,2.6,0,0,0,46.7,73
14,2.8,0,0,0,46.8,8
14,2.7,0,0,0,46.6,190
14,2.7,1800,0,0,46.5,203
14,2.8,1800,0,0,46.3,12
14,2.6,1800,0,0,46.3,2
14,2.8,1800,0,0,46.7,76
14,2.7,1800,0,0,46.4,12
14,2.8,1800,0,0,46.9,77
14,2.6,1800,0,0,46.7,13
14,2.4,1800,0,0,46.9,60
14,2.7,1800,0,0,46.2,13
14,2.9,1800,0,0,46.3,61
14,2.9,1800,0,0,46.3,14
14,2.8,1800,0,0,46.6,62
14,2.9,1800,0,0,46.9,15
14,2.9,1800,0,0,46.4,63
14,2.8,1800,0,0,46.1,16
14,2.4,1800,0,0,46.9,64
14,2.8,1800,0,0,46.3,17
14,2.8,1800,0,0,46.4,65
14,2.8,1800,0,0,46.9,0
14,2.9,1800,0,0,46.5,58
14,2.4,1800,0,0,46.9,11
14,2.7,1800,0,0,46.4,66
14,2.8,1800,0,0,46.6,2
14,2.7,1800,0,0,46.8,67
80,2.8,4100,0,0,46.3,3
329,2.7,4100,0,0,46.7,197
407,2.8,4100,0,0,46.9,6
483,2.8,4100,0,0,47,13
606,3,4100,0,0,46.2,70
683,2.8,4100,0,0,46.8,5
805,2.7,4100,0,0,46.3,71
883,2.8,4100,0,0,46.4,6
1006,2.9,4100,0,0,46.3,72
1082,2.8,4100,0,0,46.7,7
1204,2.7,4100,0,0,46.3,73
1282,2.8,4100,0,0,46.5,8
1390,2.8,4100,0,0,47.1,66
1467,2.5,4100,0,0,46.8,1
1589,2.8,4100,0,0,46.5,67
1667,2.9,4100,0,0,46.2,2
1804,3.1,4100,0,0,46.1,76
1882,2.7,4100,0,0,46.4,11
2006,2.7,4100,0,0,46.7,77
2085,2.5,4100,0,0,46.7,12
2209,2.6,4100,0,0,46.6,77
2285,2.9,4100,0,0,46.6,13
2393,2.6,4100,0,0,46.7,60
2488,2.6,4100,0,0,47,14
2596,2.4,4100,0,2839,47,61
2673,2.7,4100,0,3811,46.7,14
2796,2.7,4100,0,4658,46.2,62
2888,2.6,4100,0,4928,47,15
2994,2.6,4100,0,5242,46.7,63
3087,2.5,4100,0,5401,47,16
3196,2.9,4100,0,5660,46.6,64
3274,2.6,4100,0,5712,46.9,17
3399,2.7,4100,0,5904,46.7,65
3475,2.5,4100,0,5980,46.7,0
3600,2.6,4100,0,6082,46.7,66
3678,2.7,4100,0,6142,46.8,1
3800,2.7,4100,0,6165,46.4,66
3893,2.6,4100,0,6212,46.7,1
4001,2.6,4100,0,6272,46.5,59
4078,2.3,4100,0,6374,46.8,12
4201,2.6,4100,0,6368,46.3,68
4279,2.7,4100,0,6459,46.4,3
4403,2.6,4100,0,6500,46.7,69
4481,2.6,4100,0,6459,46.5,4
4605,2.8,4100,0,6494,46.9,69
4683,2.5,4100,0,6513,46.9,4
4806,2.5,4100,0,6540,46.2,70
4883,2.7,4100,0,6618,46.5,5
5006,2.6,4100,0,6574,47.1,71
5082,2.4,4100,0,6653,46.6,6
5192,2.6,4100,0,6606,46.8,63
5268,2.3,4100,0,6615,47.4,17
5408,2.7,4100,0,6626,46.8,72
