t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
8,0.3,0,-1.9,0,46.5,14
12,0.1,0,-1.9,0,47,62
12,0.1,0,-1.9,0,47,15
12,0,0,-1.9,0,47,194
12,0,0,-1.9,0,46.6,2
12,0.6,0,-1.9,0,46.5,10
12,0.2,0,-1.9,0,47.4,72
12,0.1,0,-1.9,0,47,7
12,0.1,0,-1.9,0,46.6,73
12,0.3,0,-1.9,0,46.6,8
12,0.3,0,-1.9,0,46.8,74
12,0,0,-1.9,0,47,9
12,0.1,0,-1.9,0,46.6,74
12,0,0,-1.9,0,47.1,10
12,0,0,-1.9,0,47,67
12,0,3300,-1.9,0,47,2
12,0.1,3300,-1.9,2354,46,205
12,0,3300,-1.9,3432,46.6,13
12,0,3300,-1.9,4132,47.5,3
12,0,3300,-1.9,4552,46.9,69
12,0.1,3300,-1.9,4775,47.1,5
12,0,3300,-1.9,5104,46.9,53
12,0.1,3300,-1.9,5184,46.5,6
12,0.1,3300,-1.9,5409,46.7,53
12,0.2,3300,-1.9,5453,47.3,6
12,0,3300,-1.9,5576,47.1,54
12,0.1,3300,-1.9,5703,46.9,7
12,0,3300,-1.9,5740,46.9,55
12,0,3300,-1.9,5849,46.7,8
12,0,3300,-1.9,5923,47.1,56
12,0.1,3300,-1.9,5965,46.4,9
12,0,3300,-1.9,6025,46.7,56
12,0,3300,-1.9,6059,47.2,10
12,0,3300,-1.9,6107,47.1,57
12,0,3300,-1.9,6136,47.2,10
12,0.1,3300,-1.9,6114,46.8,58
12,0,3300,-1.9,6136,46.7,11
12,0.2,3300,-1.9,6170,47.1,67
12,0.1,3300,-1.9,6251,46.9,2
12,0.1,3300,-1.9,6216,47.1,68
12,0,3300,-1.9,6293,46.8,3
12,0.1,3300,-1.9,6251,46.9,61
12,0.1,3300,-1.9,6326,47,14
12,0.1,3300,-1.9,6287,47,69
12,0.1,3300,-1.9,6362,47,4
12,0,3300,-1.9,6317,47.1,70
12,0,3300,-1.9,6391,46.9,5
12,0,3300,-1.9,6406,47,63
12,0.2,3300,-1.9,6350,47.2,16
12,0,3300,-1.9,6426,46.7,64
12,0.1,3300,-1.9,6369,46.8,17
12,0.2,3300,-1.9,6381,46.7,73
12,0.1,3300,-1.9,6451,47.4,8
12,0,3300,-1.9,6397,47,73
12,0,3300,-1.9,6403,47,9
12,0,3300,-1.9,6410,47.3,66
12,0.1,3300,-1.9,6476,47.1,1
12,0.1,3300,-1.9,6483,46.9,68
12,0.2,3300,-1.9,6422,46.9,3
12,0,3300,-1.9,6428,47.1,68
12,0.2,3300,-1.9,6493,46.8,3
12,0.1,3300,-1.9,6499,47.6,69
12,0.1,3300,-1.9,6436,46.9,4
12,0.1,3300,-1.9,6441,47,69
12,0.1,3300,-1.9,6506,46.9,4
12,0.2,3300,-1.9,6510,46.9,60
12,0.1,3300,-1.9,6448,46.8,13
12,0,3300,-1.9,6450,47,61
12,0,3300,-1.9,6516,46.9,14
12,0.2,3300,-1.9,6516,46.9,62
12,0.3,3300,-1.9,6453,48.1,15
12,0,3300,-1.9,6455,47.1,62
12,0.2,3300,-1.9,6455,46.7,16
12,0.2,3300,-1.9,6458,47.1,63
30,0,3300,0,6521,47,17
279,0.1,3450,1.6,6603,46.5,200
358,0.4,3450,1.6,6567,46.8,7
435,0.1,3450,-1.8,6596,46.9,16
557,0,3450,-1.5,6629,47.5,73
635,0.3,3450,2.6,6648,47.1,8
745,0.2,3450,0.4,6743,46.6,73
822,0.3,3450,1.4,6758,46.1,9
949,0.5,3450,1.6,6709,47,74
1028,1.1,3450,5.3,6718,45.7,9
1151,1.2,3450,3,6798,45.7,75
1229,2.2,3440,9.5,6802,44.6,10
1368,2.8,3437,9.5,6810,43.7,89
1447,4.7,3395,15.5,6808,41.8,6
1571,5.2,3397,14.3,6730,40.8,90
1649,7.6,3352,19.9,6720,38,7
1772,9,3335,21.2,6758,37.9,73
1849,11.2,3321,20.9,6735,35.1,9
1959,12.4,3312,20.7,6637,34.3,74
2038,13.6,3349,11.6,6681,32.8,10
2163,14.5,3326,14.5,6596,31.5,75
2243,17.5,3300,23.9,6583,28.4,11
2367,18.7,3300,21,6560,27.3,77
2444,21.8,3300,27.2,6547,24.2,12
2553,23,3300,22.4,6597,23.6,64
2632,25.2,3300,21.1,6589,21.6,0
2755,25.7,3300,13.7,6581,20.7,66
2833,27.2,3300,12.4,6510,20,1
2956,27.2,3300,6,6504,19.6,67
3034,28.3,3300,10.1,6499,18.6,2
3157,28.3,3300,4,6496,19.1,68
3235,28.5,3300,3.2,6557,18.4,3
3343,28.6,3300,2.1,6554,18.4,69
3437,28.8,3300,1.9,6553,18.6,4
3546,28.4,3300,-2.5,6554,18.5,70
3625,28.3,3301,-2.6,6487,18.9,5
3748,28.2,3300,-1.6,6489,18.2,70
3826,27.7,3319,-5.6,6490,19.1,6
3966,27.7,3303,-2.6,6558,19.5,85
4043,27,3323,-6.1,6494,20.3,2
4167,26.6,3332,-7.5,6504,20.7,86
4245,25.2,3363,-12.1,6513,21.5,3
4369,25.2,3337,-7,6528,22.1,87
4445,24.2,3351,-8.8,6600,23.1,4
4570,24,3345,-7.3,6547,23.1,88
4649,23,3362,-9.5,6618,24.1,6
4759,22.9,3345,-6.2,6628,24.2,76
4838,21.8,3367,-9.3,6567,25.4,12
4962,21.7,3344,-4.4,6580,25.3,74
5040,21.2,3348,-4.8,6581,25.4,9
5163,21.6,3313,1.4,6581,25.9,67
5242,21.1,3334,-2.4,6576,25,2
5368,21.8,3300,5.5,6570,25.7,75
5445,22.3,3300,6.3,6628,25.1,10
5570,22,3311,0.7,6555,24.6,76
5647,22.6,3300,2.9,6615,24.7,12
5757,22.7,3300,3.3,6544,23.9,77
5847,22.6,3303,0.7,6606,24.1,13
5954,23,3300,3.2,6600,24.3,66
6032,22.9,3300,1,6531,24.2,1
6158,22.7,3310,-1.1,6593,24.3,80
6252,22.8,3300,1,6589,24,15
6361,22.7,3307,-0.9,6586,24.3,74
6439,22.5,3316,-2.8,6581,24.7,9
6562,22.6,3303,-0.4,6580,24.6,81
6639,22.6,3306,-1.2,6514,24.7,17
6764,22.3,3317,-3.1,6514,24.8,82
6841,22,3312,-2,6516,24.9,0
6965,22.1,3303,-0.5,6518,24.8,84
7043,21.6,3319,-3.4,6581,25.7,1
7169,21.3,3330,-5.2,6524,26.2,85
7245,20.4,3341,-6.2,6594,27.4,2
7371,19.9,3360,-9.2,6610,27.1,86
7447,19.2,3349,-6.1,6621,28,3
7571,19,3350,-5.9,6629,28.2,86
7650,18.3,3352,-5.5,6635,28.7,3
7758,18.2,3344,-3.9,6645,28.9,87
7837,17.9,3345,-3.6,6648,29.2,4
7961,17.8,3340,-2.7,6590,29.3,88
8040,17.4,3348,-3.8,6656,29.6,5
8166,17.4,3343,-2.6,6594,28.9,89
8243,17.5,3333,-0.9,6659,29.6,6
8354,17.3,3339,-1.9,6594,29.9,83
8433,17.3,3326,0.5,6591,29.6,0
8571,17.3,3333,-0.7,6589,29.4,74
8647,17.8,3307,3.3,6581,28.8,10
8758,18.3,3300,5.5,6571,28.8,74
8836,18.4,3302,3.3,6563,28.6,9
8961,18.6,3303,2.8,6553,28.4,75
9037,19.4,3300,7.7,6545,27.9,10
9163,19.2,3304,1.4,6543,27.8,76
9239,19.9,3300,6.5,6603,26.7,11
9362,19.8,3301,1,6534,27.1,77
9440,19.9,3300,1.3,6596,27.1,12
9562,19.9,3304,0.2,6528,27.4,70
9639,19.3,3330,-4.4,6593,28,5
9762,19.3,3313,-1.2,6597,28,78
9840,18.7,3333,-4.4,6599,28.2,13
9965,18.6,3327,-3,6607,28.5,79
10042,17.6,3368,-9.9,6612,29.6,14
10167,17.4,3351,-6.2,6625,29.9,80
10244,16.7,3361,-7.1,6568,30.4,15
10366,16.6,3346,-4.1,6643,30.4,81
10445,15.7,3382,-9.8,6581,31.3,16
10568,15.9,3344,-2.5,6656,31,82
10645,16.1,3329,0.1,6656,30.9,17
10771,16.1,3327,0.4,6654,30.8,83
10850,16.1,3331,-0.4,6653,31,1
10944,16.2,3327,0.3,6653,30.5,64
11022,16.3,3327,0,6586,30.9,17
