t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
11,2.3,0,0,0,46.8,5
15,2.5,0,0,0,46.7,71
15,2.5,0,0,0,46.8,6
15,2.5,0,0,0,46.4,195
15,2.8,0,0,0,47.2,4
15,2.4,0,0,0,46.6,13
15,2.6,0,0,0,46.9,73
15,2.3,0,0,0,47.1,9
15,2.7,0,0,0,46.3,74
16,2.2,0,0,0,47.2,10
16,2.2,0,0,0,46.7,76
16,2.6,0,0,0,46.8,11
16,2.5,0,0,0,46.7,76
16,2.5,0,0,0,46.7,12
16,2.7,0,0,0,47.1,77
16,2.2,0,0,0,46.8,14
16,2.2,0,0,0,47.1,60
16,2.5,0,0,0,46.6,14
16,2.7,0,0,0,46.4,61
16,2.4,0,0,0,46.6,13
16,2.5,0,0,0,47.2,62
16,2.6,0,0,0,46.6,15
16,2.4,0,0,0,46.6,55
16,2.4,0,0,0,45.6,8
16,2.6,0,0,0,46.8,64
16,2.1,1800,0,0,47.5,17
16,2.3,1800,0,0,46.8,201
16,2.6,1800,0,0,46.7,8
16,2.4,1800,0,0,47.4,17
16,2.7,1800,0,0,46.5,74
16,2.5,1800,0,0,46.4,9
16,2.7,1800,0,0,47.1,75
16,2.3,1800,0,0,47.2,10
16,2.4,1800,0,0,46.9,76
16,2.9,1800,0,0,46.4,11
16,2.6,1800,0,0,46.9,77
16,2.4,1800,0,0,46.9,12
16,2.5,1800,0,0,46.5,78
16,2.3,1800,0,0,46.7,13
16,2.7,1800,0,0,46.8,60
16,2.7,1800,0,0,46.8,14
16,2.6,1800,0,0,47.2,61
16,2.4,1800,0,0,46.8,15
16,2.4,1800,0,0,46.5,62
16,2.6,1800,0,0,46.9,15
16,2.5,1800,0,0,46.6,63
16,2.6,1800,0,0,46.8,16
16,2.6,1800,0,1126,46.6,64
16,2.5,1800,0,1321,47.2,17
16,2.6,1800,0,1424,46.9,65
74,2.3,4100,0,1976,47.3,0
337,2.5,4100,0,4637,47.1,202
413,2.3,4100,0,4951,47.2,7
489,2.3,4100,0,5196,47.3,0
612,2,4100,0,5453,46.9,76
687,2.7,4100,0,5590,46.2,11
810,2.6,4100,0,5717,46.8,77
887,2.7,4100,0,5873,47,12
1009,2.3,4100,0,6006,47.2,78
1088,2.4,4100,0,6081,47.1,13
1198,2,4100,0,6123,47.2,60
1290,2.3,4100,0,6177,46.9,14
1398,2.4,4100,0,6311,46.9,61
1491,2.4,4100,0,6294,47,15
1599,2.2,4100,0,6414,47.6,62
1677,2.3,4100,0,6385,47,16
1802,2.3,4100,0,6432,46.9,63
1880,2.3,4100,0,6461,47.2,17
2001,2.5,4100,0,6499,47.1,64
2079,2.3,4100,0,6583,47.3,18
2203,2.2,4100,0,6615,47.1,65
2282,2.3,4100,0,6632,47.1,0
2405,2.3,4100,0,6656,46.8,66
2481,2.3,4100,0,6672,46.9,1
2605,2.5,4100,0,6628,46.4,67
2681,2.3,4100,0,6703,47,2
2804,2.7,4100,0,6657,46.7,68
2882,2.2,4100,0,6666,46.9,3
3005,2.4,4100,0,6744,47.1,69
3083,2.7,4100,0,6753,47.2,4
3207,2.4,4100,0,6699,46.6,62
3285,2.5,4100,0,6705,46.6,15
