t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
11,0,0,-5.5,0,47,6
15,0,0,-5.5,0,47,53
15,0,0,-5.5,0,46.8,7
15,0,0,-5.5,0,46.2,178
15,1.1,0,-5.5,0,46.4,63
15,2.5,0,0,0,47.4,16
15,2.1,0,0,0,47.1,64
15,2.7,0,0,0,46.4,17
15,2.6,0,0,0,46.7,65
15,2.3,0,0,0,46.6,0
15,2.6,0,0,0,46.7,58
15,2.5,0,0,0,46.6,11
15,2.4,0,0,0,47.1,67
15,2.8,0,0,0,46.9,2
15,2.5,0,0,0,46.9,60
15,2.5,0,0,0,46.8,13
15,2.5,0,0,0,46.8,69
15,2.5,0,0,0,46.8,4
15,2.5,0,0,0,47,69
15,2.6,0,0,0,46.5,5
15,2.4,0,0,0,46.6,62
15,2.7,0,0,0,46.6,16
15,2.7,0,0,0,46.2,71
15,2.6,0,0,0,46.7,7
15,2.6,0,0,0,46.4,72
15,2.5,0,0,0,46.8,7
15,2.5,1800,0,0,46.7,209
15,2.5,1800,0,0,46.6,15
15,2.4,1800,0,0,47.1,7
15,2.5,1800,0,0,47.1,56
15,2.6,1800,0,0,46.7,9
15,2.3,1800,0,910,46.8,65
15,2.7,1800,0,1224,46.9,0
15,2.5,1800,0,1401,46.6,65
16,2.3,1800,0,1425,46.8,1
16,2.7,1800,0,1480,46.6,66
16,2.5,1800,0,1504,46.8,2
16,2.3,1800,0,1553,46.5,67
16,2.4,1800,0,1567,47.1,2
16,2.5,1800,0,1584,47.1,68
16,2.4,1800,0,1593,46.9,3
16,2.6,1800,0,1592,46.6,69
16,2.5,1800,0,1599,46.7,4
16,2.6,1800,0,1607,47.3,62
16,2.6,1800,0,1611,46.5,15
16,2.3,1800,0,1634,46.8,71
16,2.3,1800,0,1637,46.8,6
16,2.6,1800,0,1626,46.6,72
16,2.4,1800,0,1628,47,7
16,2.3,1800,0,1648,46.8,73
16,2.4,1800,0,1649,46.4,8
230,2.5,4100,0,3882,46.6,210
309,2.4,4100,0,4480,46.8,0
387,2.6,4100,0,4847,46.7,8
495,2.5,4100,0,5156,46.9,65
574,2.5,4100,0,5343,46.7,0
696,2.5,4100,0,5615,47.3,58
787,2.4,4100,0,5683,46.4,12
895,2.5,4100,0,5846,47,67
973,2.6,4100,0,5935,47.3,2
1096,2.1,4100,0,6047,46.8,68
1173,2.5,4100,0,6174,46.8,3
1296,2.3,4100,0,6257,47.1,69
1374,2.3,4100,0,6246,47.1,4
1482,2.4,4100,0,6306,46.8,62
1574,2.6,4100,0,6406,47.3,15
1682,2.4,4100,0,6395,46.5,63
1773,2.7,4100,0,6487,46.8,16
1897,2.3,4100,0,6528,46.9,63
1974,2.4,4100,0,6554,46.8,17
2096,2.4,4100,0,6584,47.1,64
2172,2.7,4100,0,6538,46.6,0
2296,2.5,4100,0,6565,47.4,73
2374,2.3,4100,0,6581,46.8,8
2482,2.5,4100,0,6666,47.2,66
2573,2.3,4100,0,6609,47.2,1
2699,2.4,4100,0,6693,46.7,75
2774,2.6,4100,0,6700,46.7,10
2897,2.6,4100,0,6714,46.8,76
2974,2.7,4100,0,6721,46.6,11
3083,2.7,4100,0,6665,47.2,69
3161,2.5,4100,0,6672,46.2,4
3299,2.7,4100,0,6746,46.7,60
3375,2.6,4100,0,6752,46.6,13
3497,2.7,4100,0,6758,46.4,61
3574,2.6,4100,0,6761,46.5,14
3697,2.8,4100,0,6700,46.4,61
3774,3.1,4100,0,6700,45.9,15
3896,3.1,4100,0,6770,46.1,62
3972,3.8,4100,0,6770,45.5,16
4096,4.2,4100,0,6705,43.9,63
4174,5.5,4100,0,6706,43.6,17
4297,6,4100,0,6770,42.9,64
4373,7.5,4100,0,6770,41.6,0
4498,7.9,4100,0,6705,40.8,65
4575,9.6,4100,0,6705,39.5,1
4698,9.9,4100,0,6770,39.2,66
4776,11.8,3861,9.7,6753,37.4,2
4916,12.6,3816,15.5,6687,36.3,81
4993,14.1,3825,13.2,6586,34.9,16
5117,15,3827,13.2,6596,34.7,82
5193,15.6,3878,6.2,6503,34.2,17
5317,15.9,3911,2.7,6480,33.8,83
5395,16.8,3903,4.2,6534,33.5,0
5505,16.6,3914,3.6,6521,33.1,84
5582,16.3,3953,-2,6517,32.8,1
5705,16.6,3976,-2.6,6521,33.5,85
5782,15.5,4011,-6,6466,33.3,2
5908,15.5,4022,-6.5,6486,34,86
5984,14.6,4023,-5.3,6561,35.5,3
6105,14.4,4032,-5.5,6516,35.2,87
6184,14,4012,-1.8,6590,35.8,4
6307,13.8,4020,-2.2,6602,36,88
6385,13.2,4042,-3.8,6610,37.1,5
6508,12.8,4055,-5,6626,36.9,89
6585,12.4,4050,-3.4,6640,37.1,6
6707,12.2,4051,-3.2,6654,37.6,90
6785,11.6,4055,-3.2,6662,37.8,8
6907,11.8,4044,-1.6,6607,37.9,73
6985,11.8,4027,1,6672,37.8,9
7107,11.8,4027,1.4,6610,37.6,67
7185,11.9,4027,1.4,6610,37.7,3
7308,11.9,4035,0.3,6615,37.3,76
7386,12.4,4017,2.2,6616,37.1,11
7509,12.5,4016,2.8,6616,36.8,77
7585,12.4,4037,0.1,6613,36.8,13
7708,12.5,4042,-0.6,6683,36.6,79
7784,12.5,4040,-0.1,6619,36.4,14
7908,12.9,4027,1.4,6683,36.7,80
7987,13.7,3999,5.1,6683,35.7,15
8110,13.9,3981,6.6,6674,35.6,81
8188,14.2,4001,3.9,6666,35.3,16
8311,14.4,4009,2.5,6594,34.7,82
