t_ms,H_cm,T_cm,E_cm,P,M,D_cms,RPM,RAW_cm,age_ms,F,PRE,CAS,RS,CM,FH,TID,TIN,TST
15,2.5,15.0,0.9,1800,0,-0.4,1375,46.6,0,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.4,15.0,0.9,1800,0,-0.4,1403,46.7,2,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.5,15.0,0.9,1800,0,-0.4,1402,46.4,4,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.7,15.0,0.9,1800,0,-0.4,1428,46.4,6,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.8,15.0,0.9,1800,0,-0.4,1425,46.6,8,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.8,15.0,0.9,1800,0,-0.4,1449,46.7,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.7,15.0,0.9,1800,0,-0.4,1443,46.8,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.6,15.0,0.9,1800,0,-0.4,1466,46.3,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.5,15.0,0.9,1800,0,-0.4,1460,46.8,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.5,15.0,0.9,1800,0,-0.4,1482,46.8,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.5,15.0,0.9,1800,0,-0.4,1474,46.8,1,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.5,15.0,0.9,1800,0,-0.4,1495,46.6,3,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.6,15.0,0.9,1800,0,-0.4,1487,46.5,5,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.6,15.0,0.9,1800,0,-0.4,1507,46.9,7,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.6,15.0,0.9,1800,0,-0.4,1498,46.8,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.5,15.0,0.9,1800,0,-0.4,1518,46.5,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.5,15.0,0.9,1800,0,-0.4,1508,47.0,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.4,15.0,0.9,1800,0,-0.4,1528,46.9,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.4,15.0,0.9,1800,0,-0.4,1545,46.5,69,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.4,15.0,0.9,1800,0,-0.4,1533,46.9,6,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.5,15.0,0.9,1800,0,-0.4,1552,46.4,8,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.6,15.0,0.9,1800,0,-0.4,1540,46.3,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.7,15.0,0.9,1800,0,-0.4,1559,46.4,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,2.9,15.0,0.9,1800,0,-0.4,1547,46.2,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,3.0,15.0,0.9,1800,0,-0.4,1565,46.2,9,49.9,0,1,6642,2,0.00,0xEE,0,0
15,3.0,15.0,0.9,1800,0,-0.4,1552,46.9,9,49.0,0,1,6642,2,0.00,0xEE,0,0
15,2.7,15.0,0.9,1800,0,-0.4,1571,47.4,1,49.0,0,1,6642,2,0.00,0xEE,0,0
15,2.5,15.0,0.9,1800,0,-0.4,1558,46.9,3,49.0,0,1,6642,2,0.00,0xEE,0,0
15,2.4,15.0,0.9,1800,0,-0.4,1576,46.4,5,49.0,0,1,6642,2,0.00,0xEE,0,0
15,2.5,15.0,0.9,1800,0,-0.4,1563,46.6,7,49.0,0,1,6642,2,0.00,0xEE,0,0
15,2.6,15.0,0.9,1800,0,-0.4,1581,46.5,9,49.0,0,1,6642,2,0.00,0xEE,0,0
30,2.7,15.0,12.3,4000,1,0.0,1568,46.6,9,49.0,0,1,7200,2,0.00,0xEE,0,0
45,2.7,15.0,12.3,4100,1,0.0,1590,46.8,9,49.0,0,1,7200,2,0.00,0xEE,0,0
77,2.6,15.0,12.4,4100,1,0.0,1867,46.8,9,49.0,0,1,7200,2,0.00,0xEE,0,0
92,2.5,15.0,12.5,4100,1,0.0,2061,46.3,9,49.0,0,1,7200,2,0.00,0xEE,0,0
108,2.5,15.0,12.5,4100,1,0.0,2459,46.6,0,49.0,0,1,7200,2,0.00,0xEE,0,0
123,2.5,15.0,12.5,4100,1,0.0,2790,46.9,2,49.0,0,1,7200,2,0.00,0xEE,0,0
154,2.5,15.0,12.5,4100,1,0.0,3065,46.7,4,49.0,0,1,7200,2,0.00,0xEE,0,0
170,2.4,15.0,12.6,4100,1,0.0,3295,47.1,6,49.0,0,1,7200,2,0.00,0xEE,0,0
185,2.5,15.0,12.5,4100,1,0.0,3495,46.7,8,49.0,0,1,7200,2,0.00,0xEE,0,0
402,2.4,15.0,12.6,4100,1,0.0,4952,47.0,198,49.0,0,1,7200,2,0.00,0xEE,0,0
418,2.4,15.0,12.6,4100,1,0.0,4969,46.8,2,49.0,0,1,7200,2,0.00,0xEE,0,0
433,2.5,15.0,12.5,4100,1,0.0,5047,46.7,3,49.0,0,1,7200,2,0.00,0xEE,0,0
464,2.5,15.0,12.5,4100,1,0.0,5152,47.1,5,49.0,0,1,7200,2,0.00,0xEE,0,0
479,2.5,15.0,12.5,4100,1,0.0,5154,46.9,7,49.0,0,1,7200,2,0.00,0xEE,0,0
496,2.3,15.0,12.7,4100,1,0.0,5218,47.1,9,49.0,0,1,7200,2,0.00,0xEE,0,0
526,2.2,15.0,12.8,4100,1,0.0,5315,47.1,9,49.0,0,1,7200,2,0.00,0xEE,0,0
541,2.2,15.0,12.8,4100,1,0.0,5371,47.0,9,49.0,0,1,7200,2,0.00,0xEE,0,0
557,2.2,15.0,12.8,4100,1,0.0,5426,46.9,9,49.0,0,1,7200,2,0.00,0xEE,0,0
572,2.3,15.0,12.7,4100,1,0.0,5409,46.4,9,49.0,0,1,7200,2,0.00,0xEE,0,0
603,2.5,15.0,12.5,4100,1,0.0,5457,46.8,0,49.0,0,1,7200,2,0.00,0xEE,0,0
618,2.6,15.0,12.4,4100,1,0.0,5503,46.5,2,49.0,0,1,7200,2,0.00,0xEE,0,0
635,2.6,15.0,12.4,4100,1,0.0,5589,46.5,4,49.0,0,1,7200,2,0.00,0xEE,0,0
666,2.7,15.0,12.3,4100,1,0.0,5632,46.8,6,49.0,0,1,7200,2,0.00,0xEE,0,0
682,2.7,15.0,12.3,4100,1,0.0,5671,46.8,8,49.0,0,1,7200,2,0.00,0xEE,0,0
698,2.6,15.0,12.4,4100,1,0.0,5708,46.3,9,49.0,0,1,7200,2,0.00,0xEE,0,0
775,2.5,15.0,12.5,4100,1,0.0,5762,46.8,60,49.0,0,1,7200,2,0.00,0xEE,0,0
791,2.6,15.0,12.4,4100,1,0.0,5792,46.5,8,49.0,0,1,7200,2,0.00,0xEE,0,0
806,2.6,15.0,12.4,4100,1,0.0,5821,46.9,9,49.0,0,1,7200,2,0.00,0xEE,0,0
837,2.6,15.0,12.4,4100,1,0.0,5851,46.7,9,49.0,0,1,7200,2,0.00,0xEE,0,0
853,2.5,15.0,12.5,4100,1,0.0,5877,47.3,9,49.0,0,1,7200,2,0.00,0xEE,0,0
868,2.4,15.0,12.6,4100,1,0.0,5904,46.8,0,49.0,0,1,7200,2,0.00,0xEE,0,0
883,2.5,15.0,12.5,4100,1,0.0,5928,46.7,2,49.0,0,1,7200,2,0.00,0xEE,0,0
914,2.5,15.0,12.5,4100,1,0.0,5952,47.1,4,42.0,0,1,7200,2,0.00,0xEE,0,0
930,2.4,15.0,12.6,4100,1,0.0,5977,47.1,6,42.0,0,1,7200,2,0.00,0xEE,0,0
945,2.3,15.0,12.7,4100,1,0.0,5998,46.4,8,42.0,0,1,7200,2,0.00,0xEE,0,0
976,2.4,15.0,12.6,4100,1,0.0,6020,46.5,9,42.0,0,1,7200,2,0.00,0xEE,0,0
991,2.6,15.0,12.4,4100,1,0.0,6039,46.5,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1007,2.8,15.0,12.2,4100,1,0.0,6061,46.6,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1023,2.7,15.0,12.3,4100,1,0.0,6080,46.7,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1054,2.7,15.0,12.3,4100,1,0.0,6101,46.6,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1069,2.6,15.0,12.4,4100,1,0.0,6118,46.8,1,42.0,0,1,7200,2,0.00,0xEE,0,0
1085,2.5,15.0,12.5,4100,1,0.0,6136,47.0,3,42.0,0,1,7200,2,0.00,0xEE,0,0
1117,2.5,15.0,12.5,4100,1,0.0,6155,46.6,5,42.0,0,1,7200,2,0.00,0xEE,0,0
1131,2.5,15.0,12.5,4100,1,0.0,6171,46.7,7,42.0,0,1,7200,2,0.00,0xEE,0,0
1147,2.5,15.0,12.5,4100,1,0.0,6252,46.8,8,42.0,0,1,7200,2,0.00,0xEE,0,0
1178,2.6,15.0,12.4,4100,1,0.0,6268,46.5,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1194,2.6,15.0,12.4,4100,1,0.0,6282,46.5,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1271,2.7,15.0,12.3,4100,1,0.0,6281,46.7,69,42.0,0,1,7200,2,0.00,0xEE,0,0
1286,2.5,15.0,12.5,4100,1,0.0,6294,47.2,4,42.0,0,1,7200,2,0.00,0xEE,0,0
1317,2.4,15.0,12.6,4100,1,0.0,6306,46.7,6,42.0,0,1,7200,2,0.00,0xEE,0,0
1333,2.4,15.0,12.6,4100,1,0.0,6319,46.5,8,42.0,0,1,7200,2,0.00,0xEE,0,0
1348,2.5,15.0,12.5,4100,1,0.0,6396,47.2,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1364,2.4,15.0,12.6,4100,1,0.0,6407,47.2,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1395,2.2,15.0,12.8,4100,1,0.0,6418,47.5,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1411,2.0,15.0,13.0,4100,1,0.0,6430,46.6,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1426,2.0,15.0,13.0,4100,1,0.0,6381,47.2,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1442,2.4,15.0,12.6,4100,1,0.0,6392,46.8,1,42.0,0,1,7200,2,0.00,0xEE,0,0
1474,2.6,15.0,12.4,4100,1,0.0,6400,46.7,3,42.0,0,1,7200,2,0.00,0xEE,0,0
1490,2.5,15.0,12.5,4100,1,0.0,6411,47.1,5,42.0,0,1,7200,2,0.00,0xEE,0,0
1506,2.5,15.0,12.5,4100,1,0.0,6485,46.9,6,42.0,0,1,7200,2,0.00,0xEE,0,0
1536,2.4,15.0,12.6,4100,1,0.0,6494,46.6,8,42.0,0,1,7200,2,0.00,0xEE,0,0
1552,2.5,15.0,12.5,4100,1,0.0,6503,46.4,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1568,2.6,15.0,12.4,4100,1,0.0,6451,46.7,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1583,2.6,15.0,12.4,4100,1,0.0,6458,46.8,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1615,2.6,15.0,12.4,4100,1,0.0,6468,46.7,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1631,2.5,15.0,12.5,4100,1,0.0,6541,46.9,0,42.0,0,1,7200,2,0.00,0xEE,0,0
1647,2.4,15.0,12.6,4100,1,0.0,6548,46.9,2,42.0,0,1,7200,2,0.00,0xEE,0,0
1662,2.4,15.0,12.6,4100,1,0.0,6555,47.2,4,42.0,0,1,7200,2,0.00,0xEE,0,0
1694,2.3,15.0,12.7,4100,1,0.0,6503,47.1,5,42.0,0,1,7200,2,0.00,0xEE,0,0
1772,2.2,15.0,12.8,4100,1,0.0,6596,46.6,67,42.0,0,1,7200,2,0.00,0xEE,0,0
1789,2.2,15.0,12.8,4100,1,0.0,6541,47.2,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1805,2.2,15.0,12.8,4100,1,0.0,6547,47.0,9,42.0,0,1,7200,2,0.00,0xEE,0,0
1836,2.2,15.0,12.8,4100,1,0.0,6553,46.8,1,42.0,0,1,7200,2,0.00,0xEE,0,0
1851,2.3,15.0,12.7,4100,1,0.0,6623,46.5,3,42.0,0,1,7200,2,0.00,0xEE,0,0
1868,2.4,15.0,12.6,4100,1,0.0,6629,46.8,4,42.0,0,1,7200,2,0.00,0xEE,0,0
1882,2.5,15.0,12.5,4100,1,0.0,6573,47.3,6,42.0,0,1,7200,2,0.00,0xEE,0,0
1913,2.4,15.0,12.6,4100,1,0.0,6577,46.9,8,49.0,0,1,7200,2,0.00,0xEE,0,0
1929,2.3,15.0,12.7,4100,1,0.0,6583,47.1,9,49.0,0,1,7200,2,0.00,0xEE,0,0
1944,2.3,15.0,12.7,4100,1,0.0,6654,46.7,9,49.0,0,1,7200,2,0.00,0xEE,0,0
1976,2.3,15.0,12.7,4100,1,0.0,6659,46.8,9,49.0,0,1,7200,2,0.00,0xEE,0,0
1990,2.4,15.0,12.6,4100,1,0.0,6602,46.8,9,49.0,0,1,7200,2,0.00,0xEE,0,0
2005,2.4,15.0,12.6,4100,1,0.0,6606,46.9,0,49.0,0,1,7200,2,0.00,0xEE,0,0
2038,2.4,15.0,12.6,4100,1,0.0,6610,46.9,2,49.0,0,1,7200,2,0.00,0xEE,0,0
2052,2.4,15.0,12.6,4100,1,0.0,6681,46.2,3,49.0,0,1,7200,2,0.00,0xEE,0,0
2068,2.5,15.0,12.5,4100,1,0.0,6685,46.6,5,49.0,0,1,7200,2,0.00,0xEE,0,0
2084,2.6,15.0,12.4,4100,1,0.0,6628,46.5,7,49.0,0,1,7200,2,0.00,0xEE,0,0
2113,2.7,15.0,12.3,4100,1,0.0,6631,46.6,9,49.0,0,1,7200,2,0.00,0xEE,0,0
2129,2.7,15.0,12.3,4100,1,0.0,6699,47.3,9,49.0,0,1,7200,2,0.00,0xEE,0,0
2144,2.6,15.0,12.4,4100,1,0.0,6703,46.8,9,49.0,0,1,7200,2,0.00,0xEE,0,0
2176,2.5,15.0,12.5,4100,1,0.0,6643,46.7,9,49.0,0,1,7200,2,0.00,0xEE,0,0
2192,2.5,15.0,12.5,4100,1,0.0,6645,47.1,9,49.0,0,1,7200,2,0.00,0xEE,0,0
2283,2.4,15.0,12.6,4100,1,0.0,6663,46.9,61,49.0,0,1,7200,2,0.00,0xEE,0,0
2283,2.4,15.0,12.6,4100,1,0.0,6665,47.0,9,49.0,0,1,7200,2,0.00,0xEE,0,0
2330,2.3,15.0,12.7,4100,1,0.0,6737,47.1,9,49.0,0,1,7200,2,0.00,0xEE,0,0
2330,2.3,15.0,12.7,4100,1,0.0,6740,47.0,9,49.0,0,1,7200,2,0.00,0xEE,0,0
2345,2.3,15.0,12.7,4100,1,0.0,6677,46.6,9,49.0,0,1,7200,2,0.00,0xEE,0,0
2377,2.3,15.0,12.7,4100,1,0.0,6681,46.9,9,49.0,0,1,7200,2,0.00,0xEE,0,0
2392,2.6,15.0,12.4,4100,1,0.0,6749,46.4,0,49.0,0,1,7200,2,0.00,0xEE,0,0
