t_ms,H_cm,T_cm,E_cm,P,M,D_cms,RPM,RAW_cm,age_ms,F,PRE,CAS,RS,CM,FH,TID,TIN,TST
9,2.5,15.0,-0.7,0,0,-1.2,0,46.7,75,41.0,0,1,6664,2,0.00,0xEE,0,0
13,2.9,15.0,-0.7,0,0,-1.2,0,46.6,10,41.0,0,1,6664,2,0.00,0xEE,0,0
13,2.7,15.0,-0.7,0,0,-1.2,0,46.7,75,41.0,0,1,6664,2,0.00,0xEE,0,0
13,2.3,15.0,-0.7,0,0,-1.2,0,46.8,11,41.0,0,1,6664,2,0.00,0xEE,0,0
13,2.7,15.0,-0.7,0,0,-1.2,0,46.3,192,40.0,0,1,6664,2,0.00,0xEE,0,0
13,2.8,15.0,-0.7,0,0,-1.2,0,45.9,73,40.0,0,1,6664,2,0.00,0xEE,0,0
13,2.8,15.0,-0.7,0,0,-1.2,0,46.3,12,40.0,0,1,6664,2,0.00,0xEE,0,0
13,2.6,15.0,-0.7,0,0,-1.2,0,46.4,60,40.0,0,1,6664,2,0.00,0xEE,0,0
13,2.2,15.0,-0.7,0,0,-1.2,0,46.5,13,40.0,0,1,6664,2,0.00,0xEE,0,0
13,2.6,15.0,-0.7,0,0,-1.2,0,46.9,60,40.0,0,1,6664,2,0.00,0xEE,0,0
13,2.6,15.0,-0.7,0,0,-1.2,0,46.4,14,40.0,0,1,6664,2,0.00,0xEE,0,0
13,2.4,15.0,-0.7,0,0,-1.2,0,46.7,62,40.0,0,1,6664,2,0.00,0xEE,0,0
13,2.3,15.0,-0.7,0,0,-1.2,0,46.6,15,40.0,0,1,6664,2,0.00,0xEE,0,0
13,2.7,15.0,-0.7,0,0,-1.2,0,46.8,63,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.5,15.0,-0.7,0,0,-1.2,0,46.6,16,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.7,15.0,-0.7,0,0,-1.2,0,46.8,56,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.8,15.0,-0.7,0,0,-1.2,0,46.4,9,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.6,15.0,-0.7,0,0,-1.2,0,46.8,65,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.5,15.0,-0.7,0,0,-1.2,0,46.9,0,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.6,15.0,-0.7,0,0,-1.2,0,46.2,58,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.6,15.0,-0.7,0,0,-1.2,0,46.3,11,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.8,15.0,-0.7,0,0,-1.2,0,46.4,66,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.7,15.0,-0.7,0,0,-1.2,0,46.6,9,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.8,15.0,-0.7,0,0,-1.2,0,46.4,9,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.7,15.0,-0.7,0,0,-1.2,0,46.6,0,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.6,15.0,-0.7,0,0,-1.2,0,46.8,2,34.0,0,1,6664,2,0.00,0xEE,0,0
13,2.5,15.0,-0.7,0,0,-1.2,0,46.8,4,34.0,0,1,6664,2,0.00,0xEE,0,0
14,2.5,15.0,-0.7,1800,0,-1.2,0,46.5,5,34.0,0,1,6664,2,0.00,0xEE,0,0
