t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
9,0.2,0,1.3,0,46.8,60
13,0.2,0,1.3,0,46.8,13
13,0.2,0,1.3,0,46.8,177
13,0.2,0,1.3,0,47,3
13,0,0,1.3,0,46.9,11
13,0.2,0,1.3,0,46.7,54
13,0.2,0,1.3,0,47.4,7
13,0,0,1.3,0,46.4,63
13,0.3,0,1.3,0,46.8,16
13,0.2,0,1.3,0,47.1,64
13,0.1,0,1.3,0,47.2,17
13,0,0,1.3,0,47.1,65
13,0.4,0,1.3,0,46.6,0
13,0.1,0,1.3,0,47.1,65
13,0.5,3250,1.3,0,46.6,1
13,0.4,3250,1.3,0,46.8,202
13,0.1,3250,1.3,0,47.1,11
13,0.1,3250,1.3,0,47.2,0
13,0.2,3250,1.3,0,46.3,75
13,0,3250,1.3,0,46.7,10
13,0.2,3250,1.3,0,46.9,76
13,0.3,3250,1.3,0,46.6,11
13,0.4,3250,1.3,0,47,77
13,0.3,3250,1.3,0,46.9,12
13,0.1,3250,1.3,0,46.9,77
13,0,3250,1.3,0,46.2,13
13,0.4,3250,1.3,0,46.4,60
13,0,3250,1.3,0,46.9,13
13,0.2,3250,1.3,0,47,61
13,0.1,3250,1.3,0,46.7,14
13,0,3250,1.3,0,47.3,62
13,0.1,3250,1.3,0,47.4,15
13,0,3250,1.3,0,47.3,55
13,0.1,3250,1.3,0,46.8,8
13,0.3,3250,1.3,0,46.7,64
13,0,3250,1.3,0,47.1,17
13,0.1,3250,1.3,0,46.8,64
13,0.3,3250,1.3,0,46.9,0
13,0,3250,1.3,0,47.1,57
13,0.2,3250,1.3,0,47,11
13,0.1,3250,1.3,2569,46.9,58
13,0,3250,1.3,3515,47.1,11
13,0,3250,1.3,4308,47,59
13,0.3,3250,1.3,4604,46.5,12
13,0.4,3250,1.3,4921,46.5,68
13,0.2,3250,1.3,5077,46.9,3
13,0.2,3250,1.3,5256,46.6,69
13,0.3,3250,1.3,5357,47.1,4
13,0,3250,1.3,5489,46.9,70
13,0,3250,1.3,5511,46.6,5
13,0.3,3250,1.3,5607,47,70
13,0,3250,1.3,5719,47.1,5
13,0,3250,1.3,5743,47.1,71
13,0.1,3250,1.3,5792,46.6,6
13,0.1,3250,1.3,5853,46.6,64
13,0.3,3250,1.3,5946,46.7,17
13,0.1,3250,1.3,6001,47.1,65
13,0.1,3250,1.3,6032,47,0
13,0.3,3250,1.3,6076,46.8,73
13,0.2,3250,1.3,6101,46.8,8
13,0.2,3250,1.3,6133,47.4,74
13,0.2,3250,1.3,6153,47,9
13,0,3250,1.3,6119,47,75
13,0.1,3250,1.3,6136,46.8,10
13,0.1,3250,1.3,6158,46.6,68
13,0.4,3250,1.3,6171,46.7,3
13,0,3250,1.3,6251,47.1,68
13,0,3250,1.3,6263,47.1,4
13,0,3250,1.3,6278,47.3,69
13,0.2,3250,1.3,6285,46.7,4
13,0.1,3250,1.3,6235,47.4,53
13,0.1,3250,1.3,6303,47.2,6
13,0.1,3250,1.3,6252,47,53
13,0.3,3250,1.3,6319,46.6,6
58,0.2,3250,1.3,6268,47.1,62
135,0.1,3450,0.2,6286,46.8,15
385,0.3,3450,2,6503,47.2,198
463,0.1,3450,0.6,6478,47.3,7
541,0.1,3450,0.2,6510,47.4,14
664,0.2,3450,1.2,6548,46.4,63
725,0.1,3450,-1,6576,47.6,16
865,0,3450,-0.6,6615,47,72
943,0,3450,0.2,6635,46.8,7
1054,0.3,3450,3,6730,46.7,73
1148,0.3,3450,0.4,6680,47.1,8
1258,0,3450,-2.6,6768,47.3,73
1335,0.2,3450,1.2,6781,47.2,9
1459,0.1,3450,-0.4,6795,47,66
1534,0.7,3450,3.7,6804,46.1,1
1675,1,3445,4.8,6818,45.8,88
1752,1.8,3432,7.4,6821,45.1,5
1877,2,3437,6.2,6758,44.7,89
1954,3.6,3401,13.3,6756,42.9,6
2080,4,3405,11.7,6811,42.5,90
2159,5.7,3385,14.8,6805,40.8,7
2269,6.3,3390,12.5,6729,40.6,74
2347,7.6,3383,12.8,6721,39.1,9
2469,8.1,3388,10.8,6776,38.6,74
2547,10.3,3346,18.3,6765,35.9,9
2672,11,3360,14,6684,35.5,75
2751,12.5,3355,13.2,6675,33.7,10
2875,13.4,3343,14.7,6726,33.2,76
2952,14.1,3367,7.7,6715,32.5,12
3077,14.1,3382,3.9,6712,32.1,78
3155,16.4,3318,16.5,6708,30.2,13
3280,17.3,3318,15.2,6625,29.1,79
3358,19.2,3300,19.9,6677,27.3,14
3467,20.1,3300,17.5,6591,26.2,80
3558,22.2,3300,22.4,6580,24.5,15
3667,22.9,3300,16,6632,23.8,68
3747,24.7,3300,15.8,6622,22,3
3857,25.3,3300,13,6612,21.2,69
3934,26.3,3300,9.9,6606,20.5,5
4057,26.6,3300,7.6,6600,20.7,70
4134,27.2,3300,4.8,6533,19.2,6
4273,27.1,3311,1.7,6530,19.6,84
4350,27.4,3304,2.6,6596,19.4,2
4478,27.3,3313,0.3,6597,19.6,86
4556,26.9,3317,-0.6,6600,19.9,3
4682,26.9,3314,-0.1,6606,20.4,87
4758,25.8,3349,-7.5,6610,21.2,4
4882,25.8,3336,-4.3,6623,21.9,88
4959,24.4,3366,-10.2,6631,22.8,5
5069,24.1,3360,-8.5,6648,23.1,89
5161,23.1,3367,-9.1,6657,24.1,6
5269,22.9,3361,-7.5,6669,24.3,90
5347,22,3369,-8.2,6674,25.2,7
5471,21.8,3354,-4.5,6616,24.9,73
5550,21.3,3371,-8.3,6683,25.3,9
5676,21.7,3333,0.6,6622,25.3,74
5753,21.1,3358,-5.1,6621,25.4,10
5875,21.5,3330,1.3,6621,25.6,76
5953,21.6,3318,3.8,6615,25.2,11
6077,22,3312,4.6,6672,24,77
6156,22.8,3303,5.5,6600,24.3,12
6280,22.9,3310,3.4,6656,23.5,78
6358,23.4,3300,6,6584,23.5,13
6469,23.5,3303,4,6641,22.9,79
6548,24.2,3300,7,6570,23,14
6670,24.4,3300,4.8,6626,22.6,80
6747,24.6,3300,3.1,6557,22.4,16
6857,24.8,3300,2.7,6553,22.2,68
6935,25.3,3300,4.5,6613,22.1,4
7059,25.3,3300,2.5,6545,21.6,70
7138,25.5,3300,2.2,6609,21.4,5
7278,25.5,3305,-0.1,6610,21.8,84
7357,24.7,3329,-5.3,6547,22.6,1
7481,24.6,3324,-4.2,6555,22.4,85
7560,23.8,3347,-9.1,6557,23.2,2
7670,23.6,3341,-7.4,6568,23.4,86
7748,23.2,3336,-5.8,6574,23.9,3
7874,22.9,3339,-6.3,6581,24.2,87
7953,22.2,3336,-4.9,6587,24.7,4
8079,22.3,3323,-1.8,6656,25.6,88
8157,21.5,3342,-5.6,6591,25.2,6
8279,21.7,3325,-1.6,6659,25.9,89
8357,21.6,3325,-1.9,6594,25.8,7
8483,21.2,3334,-3.8,6665,25,74
8561,21.5,3325,-2.2,6666,25.9,9
8671,21.4,3325,-2,6666,26.2,74
8749,21.4,3318,-0.7,6663,25.8,9
8871,21,3336,-4.5,6665,26.3,75
8949,21,3321,-1,6663,25.5,10
9073,21.3,3304,2.6,6593,25.1,76
9151,21.6,3308,0.9,6648,24.9,11
9273,22,3300,4.3,6577,23.9,77
9352,22.8,3300,5.5,6637,24.5,13
9461,22.8,3300,2.7,6632,23.8,66
9539,23.1,3300,0.7,6564,24.1,1
9663,23.4,3300,3.2,6625,23.4,67
9740,23.4,3309,-2,6557,23.5,2
9862,23.4,3300,0.1,6619,23.4,68
9941,23.6,3300,1.1,6551,23.6,3
10080,23.4,3308,-2,6618,23.9,82
10156,23.5,3300,-0.2,6618,23.9,17
10281,23.1,3312,-3,6619,23.9,83
10359,22.5,3322,-4.9,6621,24.9,0
10470,22.2,3329,-6.4,6628,25.1,84
10549,21.3,3342,-8.4,6629,25.5,2
10672,21.5,3318,-2.8,6637,25.4,85
10750,21.1,3322,-3.5,6638,26.3,3
10877,21,3322,-3.5,6641,26,87
10955,20.8,3315,-1.6,6641,26.6,4
11079,20.6,3323,-3.5,6644,26.8,88
11156,20.5,3308,0.3,6645,26.8,5
11282,20.4,3314,-1,6583,26.7,89
11359,20.1,3319,-2.3,6647,27,6
11469,20.1,3315,-1.2,6583,26.8,90
11547,19.9,3318,-2,6647,27.6,7
11671,19.5,3330,-4.4,6584,26.9,74
11747,19.5,3317,-1.4,6650,27.2,9
11874,19.7,3305,1.3,6586,27.4,73
11951,20,3300,2.4,6647,26.9,9
12077,20,3304,0.8,6577,27.3,74
12156,19.6,3317,-2.1,6638,27.4,9
12267,19.9,3302,1.4,6573,27.7,75
12360,19.6,3313,-1.1,6635,27.4,10
12470,19.5,3313,-1.2,6573,27.9,76
12547,19.5,3309,-0.3,6571,27.7,11
12671,19.2,3320,-2.9,6574,27.8,77
12748,19.2,3308,-0.1,6574,28.1,12
12874,18.8,3327,-4,6578,29,78
12952,18.4,3327,-3.7,6578,28.7,13
13076,18.3,3322,-2.3,6583,28.7,78
13154,18.2,3323,-2.4,6583,29.1,14
13280,18.1,3317,-0.9,6583,29,79
13358,17.8,3332,-4.4,6583,29.5,15
13482,17.7,3320,-1.4,6584,29,80
13559,18.1,3307,1.4,6587,28.3,16
13668,18.3,3301,2.3,6650,28.5,81
13762,18.3,3311,-0.3,6581,29.1,16
13871,18.2,3314,-0.7,6644,28.9,82
13948,17.9,3322,-2.6,6578,29.2,17
14071,18.1,3307,0.9,6641,29.1,83
14147,18.3,3305,1,6574,28.6,0
14270,18.4,3303,1.3,6634,29.3,84
14348,18.1,3308,0.3,6567,28.6,1
14472,18.3,3302,1.5,6631,29,85
14549,17.9,3317,-1.9,6563,29.3,3
14674,17.8,3320,-2.5,6631,29.4,86
14753,18,3302,1.6,6567,29.2,3
14862,17.9,3313,-0.9,6632,29.2,80
14940,18,3302,1.4,6634,29.2,16
15080,18,3310,-0.4,6631,29.3,88
15158,17.9,3306,0.6,6568,29.4,5
15268,17.7,3315,-1.5,6635,29.4,89
15347,17.2,3327,-3.7,6573,30.1,6
15472,16.9,3333,-5,6645,30,90
15549,16.4,3337,-5.2,6586,30.7,8
15673,16,3341,-5.6,6659,30.7,73
15751,15.3,3352,-7,6602,31.7,9
15874,15.3,3332,-2.5,6677,31.5,75
15954,14.8,3347,-5.7,6677,31.8,10
16079,15,3330,-1.4,6681,32.1,76
16158,15,3324,0,6683,32.2,12
16268,15,3324,0,6619,31.9,77
16362,15.1,3320,0.9,6681,31.4,13
16471,15.6,3301,4.9,6609,31.1,79
16562,15.8,3311,1.9,6603,31.1,14
16673,16,3304,3.4,6596,30.6,80
16750,16.5,3302,3.2,6591,30,15
16874,17.1,3300,7.4,6583,30.2,81
16950,17,3305,1.8,6580,29.5,17
17060,17.5,3300,5,6577,30,69
17138,17.4,3311,-0.4,6638,30.2,5
17276,17.2,3317,-1.6,6637,28.9,83
17354,17.3,3307,0.4,6573,29.3,1
17478,17.5,3301,1.7,6635,29.5,84
17556,17.3,3306,0.5,6570,29.4,2
17682,17.6,3300,2.9,6634,29.8,85
17759,17.4,3301,1.6,6568,29.3,2
17851,17.7,3300,3.3,6567,29.4,66
17930,16.7,3330,-4.7,6567,30.3,2
18070,17,3307,0.7,6634,30,87
18148,16.6,3325,-3.4,6570,30.5,5
18288,16.6,3318,-1.7,6640,30.1,89
18351,16.3,3331,-4.5,6577,30.5,6
18474,16.3,3325,-2.9,6645,30.7,90
18550,16.2,3319,-1.4,6580,30.8,7
18675,16.3,3314,-0.2,6648,30.9,73
18753,16.2,3316,-0.8,6583,31.3,9
18878,15.9,3327,-3.2,6648,31.3,75
18956,16.1,3314,-0.3,6648,31.2,10
19081,15.4,3344,-6.6,6656,32.1,76
19158,15.6,3315,0.5,6660,31.7,11
19283,15,3343,-5.8,6666,32.3,77
19360,14.8,3323,-0.7,6671,31.8,13
19470,14.8,3326,-1.5,6606,32.9,78
19561,15,3309,2.9,6671,32.2,14
19671,14.9,3320,0,6605,32.2,80
19749,15.1,3308,3,6668,32.3,15
19875,14.7,3328,-2.1,6602,32.2,81
19951,15.7,3300,8.2,6602,31.8,16
20075,15.9,3300,4.9,6594,31,82
20152,16.5,3300,5.1,6591,30.5,0
20260,16.5,3300,3.1,6653,30.5,70
20338,16.2,3318,-1.4,6650,30.9,6
20478,15.9,3330,-3.8,6654,31.3,85
20555,16,3309,1.1,6591,31,2
20663,15.9,3316,-0.3,6657,31.2,79
20741,15.9,3312,0.5,6659,30.7,14
20883,16.1,3309,1,6657,31.4,87
20960,16.1,3300,3.7,6591,30.9,4
21069,16,3312,0.4,6654,31.8,88
21148,15.7,3316,-0.2,6656,31.3,6
21272,15.5,3324,-2.1,6657,32.7,90
21351,14.5,3339,-4.3,6662,32.2,7
21474,14.8,3316,0.7,6668,32,74
21553,14.8,3318,0.4,6668,32.3,9
21679,14.6,3331,-2.4,6605,32.5,74
21756,14.6,3322,0,6672,32.6,10
21880,14.3,3332,-2.2,6612,32.6,75
21957,14.5,3325,-0.5,6674,32.8,11
