t_ms,H_cm,T_cm,E_cm,P,M,D_cms,RPM,RAW_cm,age_ms,F,PRE,CAS,RS,CM,FH,TID,TIN,TST
11,2.4,15.0,0.5,0,0,0.8,0,46.7,67,41.0,0,1,6636,2,0.00,0xEE,0,0
16,2.6,15.0,0.5,0,0,0.8,0,46.9,2,41.0,0,1,6636,2,0.00,0xEE,0,0
16,2.8,15.0,0.5,0,0,0.8,0,46.3,68,41.0,0,1,6636,2,0.00,0xEE,0,0
16,2.7,15.0,0.5,0,0,0.8,0,47.0,3,41.0,0,1,6636,2,0.00,0xEE,0,0
16,2.4,15.0,0.5,0,0,0.8,0,47.4,192,41.0,0,1,6636,2,0.00,0xEE,0,0
16,2.5,15.0,0.5,0,0,0.8,0,46.4,4,41.0,0,1,6636,2,0.00,0xEE,0,0
16,2.7,15.0,0.5,0,0,0.8,0,47.0,10,41.0,0,1,6636,2,0.00,0xEE,0,0
16,2.7,15.0,0.5,0,0,0.8,0,46.3,70,41.0,0,1,6636,2,0.00,0xEE,0,0
16,2.7,15.0,0.5,0,0,0.8,0,46.7,6,41.0,0,1,6636,2,0.00,0xEE,0,0
16,2.6,15.0,0.5,0,0,0.8,0,46.7,63,34.0,0,1,6636,2,0.00,0xEE,0,0
16,2.6,15.0,0.5,0,0,0.8,0,46.6,17,34.0,0,1,6636,2,0.00,0xEE,0,0
16,2.5,15.0,0.5,0,0,0.8,0,46.8,72,34.0,0,1,6636,2,0.00,0xEE,0,0
17,2.4,15.0,0.5,0,0,0.8,0,46.6,7,34.0,0,1,6636,2,0.00,0xEE,0,0
17,2.5,15.0,0.5,0,0,0.8,0,46.7,65,34.0,0,1,6636,2,0.00,0xEE,0,0
17,2.2,15.0,0.5,0,0,0.8,0,47.1,0,34.0,0,1,6636,2,0.00,0xEE,0,0
17,2.6,15.0,0.5,0,0,0.8,0,46.3,74,34.0,0,1,6636,2,0.00,0xEE,0,0
17,2.5,15.0,0.5,0,0,0.8,0,46.9,9,34.0,0,1,6636,2,0.00,0xEE,0,0
17,2.4,15.0,0.5,0,0,0.8,0,46.7,75,34.0,0,1,6636,2,0.00,0xEE,0,0
17,2.3,15.0,0.5,0,0,0.8,0,47.1,10,34.0,0,1,6636,2,0.00,0xEE,0,0
17,2.5,15.0,0.5,0,0,0.8,0,46.9,76,41.0,0,1,6636,2,0.00,0xEE,0,0
17,2.4,15.0,0.5,0,0,0.8,0,46.9,11,41.0,0,1,6636,2,0.00,0xEE,0,0
