t_ms,H,T,E,P,M,D,R,RAW,A,F,PRE,CAS,RS,CM,FH
9242,21.7,20.0,-1.7,3958,0,0.9,6600,27.3,3,48.5,0,1,6617,2,0.00
9257,21.8,20.0,-1.8,3958,0,1.0,6599,28.2,5,48.5,0,1,6615,2,0.00
9272,21.7,10.0,-11.7,3910,1,-0.1,6662,28.6,7,48.5,0,1,6601,2,0.00
9288,21.6,10.0,-11.6,3917,1,-0.6,6662,28.8,9,48.5,0,1,6611,2,0.00
9319,21.4,10.0,-11.4,3927,1,-1.4,6596,28.3,9,48.5,0,1,6627,2,0.00
9335,21.4,10.0,-11.4,3936,1,-2.0,6594,28.2,9,48.5,0,1,6638,2,0.00
9350,21.5,10.0,-11.5,3938,1,-2.1,6657,27.7,9,48.5,0,1,6637,2,0.00
9381,21.8,10.0,-11.8,3925,1,-1.3,6656,27.6,9,48.5,0,1,6618,2,0.00
9397,22.2,10.0,-12.2,3909,1,1.3,6653,27.8,0,48.5,0,1,6566,2,0.00
9412,22.1,10.0,-12.1,3881,1,2.2,6587,27.7,2,48.5,0,1,6549,2,0.00
9505,22.1,10.0,-12.1,3885,1,2.2,6574,27.7,86,48.5,0,1,6549,2,0.00
9521,22.1,10.0,-12.1,3882,1,2.2,6634,28.0,8,48.5,0,1,6546,2,0.00
9537,22.0,10.0,-12.0,3883,1,2.0,6631,28.1,9,48.5,0,1,6549,2,0.00
9552,21.9,10.0,-11.9,3887,1,1.1,6626,27.4,1,48.5,0,1,6566,2,0.00
9582,22.1,10.0,-12.1,3892,1,1.1,6560,27.0,3,48.5,0,1,6562,2,0.00
9598,22.3,10.0,-12.3,3886,1,1.6,6558,27.7,5,48.5,0,1,6549,2,0.00
9614,22.4,10.0,-12.4,3880,1,2.1,6618,28.0,7,48.5,0,1,6539,2,0.00
9645,22.2,10.0,-12.2,3881,1,1.9,6615,28.1,9,48.5,0,1,6545,2,0.00
9661,22.0,10.0,-12.0,3892,1,1.0,6612,28.1,9,48.5,0,1,6563,2,0.00
9677,21.8,10.0,-11.8,3906,1,-0.1,6545,28.0,9,48.5,0,1,6583,2,0.00
9691,21.8,10.0,-11.8,3915,1,-1.0,6544,27.6,9,48.5,0,1,6598,2,0.00
9723,22.0,10.0,-12.0,3918,1,-1.2,6606,27.6,9,48.5,0,1,6600,2,0.00
9739,22.3,10.0,-12.3,3913,1,-0.2,6603,27.6,0,48.5,0,1,6577,2,0.00
9755,22.3,10.0,-12.3,3897,1,0.3,6603,28.0,2,48.5,0,1,6567,2,0.00
9785,22.2,10.0,-12.2,3896,1,0.3,6537,28.0,4,48.5,0,1,6567,2,0.00
9800,22.0,10.0,-12.0,3903,1,0.0,6535,27.5,6,48.5,0,1,6574,2,0.00
9815,21.9,10.0,-11.9,3911,1,-0.5,6534,27.9,8,48.5,0,1,6583,2,0.00
9847,22.0,10.0,-12.0,3912,1,-0.8,6596,27.9,9,48.5,0,1,6587,2,0.00
9862,22.0,10.0,-12.0,3913,1,-0.9,6596,27.9,9,48.5,0,1,6588,2,0.00
9878,22.0,10.0,-12.0,3913,1,-0.9,6531,27.6,9,48.5,0,1,6588,2,0.00
9894,22.1,10.0,-12.1,3910,1,-0.7,6530,27.6,9,48.5,0,1,6582,2,0.00
9926,22.2,10.0,-12.2,3905,1,-0.2,6530,28.1,9,48.5,0,1,6570,2,0.00
10002,22.2,10.0,-12.2,3898,1,0.2,6590,27.9,67,48.5,0,1,6562,2,0.00
10018,21.9,10.0,-11.9,3902,1,-0.2,6524,28.3,7,48.5,0,1,6569,2,0.00
10034,21.8,10.0,-11.8,3911,1,-0.8,6523,28.3,8,48.5,0,1,6582,2,0.00
10049,21.7,10.0,-11.7,3922,1,-1.6,6586,28.0,9,48.5,0,1,6596,2,0.00
10081,21.6,10.0,-11.6,3930,1,-2.4,6584,28.3,9,48.5,0,1,6610,2,0.00
10096,21.7,10.0,-11.7,3931,1,-2.6,6584,28.0,9,48.5,0,1,6612,2,0.00
10111,21.7,10.0,-11.7,3931,1,-2.6,6521,28.2,9,48.5,0,1,6611,2,0.00
10142,21.5,10.0,-11.5,3930,1,-2.6,6521,28.7,0,48.5,0,1,6613,2,0.00
10157,21.3,10.0,-11.3,3935,1,-3.4,6521,29.1,2,48.5,0,1,6628,2,0.00
10174,21.1,10.0,-11.1,3955,1,-4.2,6584,28.7,4,48.5,0,1,6644,2,0.00
10189,21.0,10.0,-11.0,3963,1,-5.0,6586,29.5,5,48.5,0,1,6659,2,0.00
10220,20.7,10.0,-10.7,3973,1,-5.9,6587,29.6,7,48.0,0,1,6677,2,0.00
10236,20.5,10.0,-10.5,3990,1,-7.0,6524,29.2,9,48.0,0,1,6700,2,0.00
10251,20.4,10.0,-10.4,3997,1,-7.6,6527,29.2,9,48.0,0,1,6711,2,0.00
10283,20.5,10.0,-10.5,3996,1,-7.5,6593,28.4,9,48.0,0,1,6706,2,0.00
10298,20.7,10.0,-10.7,3985,1,-6.6,6596,29.0,9,48.0,0,1,6687,2,0.00
10313,20.8,10.0,-10.8,3970,1,-5.4,6599,29.4,9,48.0,0,1,6663,2,0.00
10344,20.6,10.0,-10.6,3957,1,-3.5,6537,29.2,1,48.0,0,1,6632,2,0.00
10359,20.3,10.0,-10.3,3953,1,-3.4,6540,29.9,3,48.0,0,1,6631,2,0.00
10374,20.2,10.0,-10.2,3957,1,-3.5,6540,30.3,4,48.0,0,1,6634,2,0.00
10390,20.0,10.0,-10.0,3961,1,-4.0,6605,30.0,6,48.0,0,1,6644,2,0.00
10421,19.7,10.0,-9.7,3968,1,-4.6,6606,30.3,8,48.0,0,1,6658,2,0.00
10498,19.6,10.0,-9.6,3981,1,-5.3,6548,30.3,75,48.0,0,1,6671,2,0.00
10528,19.4,10.0,-9.4,3978,1,-5.0,6551,31.3,6,48.0,0,1,6664,2,0.00
10544,19.2,10.0,-9.2,3979,1,-5.1,6616,30.9,8,48.0,0,1,6667,2,0.00
10558,19.0,10.0,-9.0,3983,1,-5.4,6619,30.8,9,48.0,0,1,6675,2,0.00
10589,18.9,10.0,-8.9,3984,1,-5.5,6557,30.6,9,48.0,0,1,6677,2,0.00
10605,19.0,10.0,-9.0,3983,1,-5.2,6560,31.1,9,48.0,0,1,6670,2,0.00
10620,18.9,10.0,-8.9,3981,1,-4.9,6561,31.2,9,48.0,0,1,6664,2,0.00
10651,18.7,10.0,-8.7,3978,1,-4.7,6628,31.5,9,48.0,0,1,6662,2,0.00
10667,18.7,10.0,-8.7,3977,1,-4.2,6629,30.8,1,48.0,0,1,6652,2,0.00
10683,18.9,10.0,-8.9,3959,1,-3.2,6568,31.1,3,48.0,0,1,6632,2,0.00
10714,18.9,10.0,-8.9,3948,1,-2.1,6568,31.0,5,48.0,0,1,6610,2,0.00
10729,18.9,10.0,-8.9,3941,1,-1.3,6570,30.9,7,48.0,0,1,6596,2,0.00
10745,18.8,10.0,-8.8,3932,1,-0.8,6634,31.8,9,48.0,0,1,6586,2,0.00
10761,18.7,10.0,-8.7,3929,1,-0.6,6634,31.3,9,48.0,0,1,6582,2,0.00
10792,18.6,10.0,-8.6,3930,1,-0.6,6568,30.9,9,48.0,0,1,6584,2,0.00
10808,18.6,10.0,-8.6,3932,1,-0.6,6568,31.0,9,48.0,0,1,6583,2,0.00
10823,18.7,10.0,-8.7,3929,1,-0.3,6567,31.6,9,48.0,0,1,6576,2,0.00
10853,18.4,10.0,-8.4,3927,1,-0.9,6629,31.6,1,48.0,0,1,6588,2,0.00
10869,18.1,10.0,-8.1,3944,1,-1.8,6631,31.8,3,48.0,0,1,6608,2,0.00
10885,18.1,10.0,-8.1,3951,1,-2.5,6565,31.2,5,48.0,0,1,6619,2,0.00
10901,18.3,10.0,-8.3,3953,1,-2.6,6565,31.1,7,48.0,0,1,6618,2,0.00
10932,18.4,10.0,-8.4,3947,1,-2.1,6565,31.6,9,48.0,0,1,6606,2,0.00
11009,18.5,10.0,-8.5,3937,1,-1.5,6628,31.5,74,48.0,0,1,6594,2,0.00
11024,18.2,10.0,-8.2,3932,1,-1.2,6565,31.5,5,48.0,0,1,6588,2,0.00
11040,18.2,10.0,-8.2,3932,1,-1.1,6564,31.7,7,48.0,0,1,6586,2,0.00
11071,18.2,10.0,-8.2,3933,1,-1.1,6563,31.8,9,48.0,0,1,6584,2,0.00
11086,18.1,10.0,-8.1,3934,1,-1.2,6628,32.0,9,48.0,0,1,6587,2,0.00
11102,17.9,10.0,-7.9,3938,1,-1.6,6626,32.1,9,48.0,0,1,6596,2,0.00
11133,17.8,10.0,-7.8,3942,1,-2.1,6563,31.9,9,48.0,0,1,6605,2,0.00
11148,17.7,10.0,-7.7,3950,1,-2.7,6563,32.4,9,48.0,0,1,6616,2,0.00
11164,17.4,10.0,-7.4,3961,1,-4.0,6563,32.4,1,48.0,0,1,6642,2,0.00
11195,17.3,10.0,-7.3,3975,1,-4.7,6626,32.0,3,48.0,0,1,6653,2,0.00
11211,17.4,10.0,-7.4,3972,1,-4.7,6628,32.1,5,50.0,0,1,6651,2,0.00
11226,17.5,10.0,-7.5,3965,1,-4.2,6564,32.1,7,50.0,0,1,6641,2,0.00
11242,17.6,10.0,-7.6,3956,1,-3.3,6567,32.0,8,50.0,0,1,6623,2,0.00
11273,17.7,10.0,-7.7,3948,1,-2.4,6567,31.8,9,50.0,0,1,6605,2,0.00
11288,17.7,10.0,-7.7,3935,1,-1.4,6631,32.0,9,50.0,0,1,6587,2,0.00
11304,17.8,10.0,-7.8,3923,1,-0.5,6631,32.8,9,50.0,0,1,6569,2,0.00
11335,17.8,10.0,-7.8,3913,1,0.3,6568,32.0,9,50.0,0,1,6554,2,0.00
11350,17.6,10.0,-7.6,3910,1,0.8,6567,32.3,0,50.0,0,1,6544,2,0.00
11365,17.5,10.0,-7.5,3912,1,0.7,6565,32.0,2,50.0,0,1,6546,2,0.00
11381,17.6,10.0,-7.6,3910,1,0.7,6628,32.1,4,50.0,0,1,6546,2,0.00
11412,17.6,10.0,-7.6,3907,1,0.7,6626,32.3,6,50.0,0,1,6544,2,0.00
11427,17.6,10.0,-7.6,3904,1,0.8,6563,32.0,8,50.0,0,1,6541,2,0.00
11520,17.6,10.0,-7.6,3906,1,0.6,6557,32.5,74,50.0,0,1,6544,2,0.00
11536,17.2,10.0,-7.2,3920,1,-0.5,6619,32.8,4,50.0,0,1,6565,2,0.00
11552,17.1,10.0,-7.1,3933,1,-1.8,6616,33.1,6,50.0,0,1,6588,2,0.00
11567,17.0,10.0,-7.0,3945,1,-2.9,6616,32.7,8,50.0,0,1,6609,2,0.00
11598,17.0,10.0,-7.0,3952,1,-3.7,6553,32.5,9,50.0,0,1,6622,2,0.00
11617,17.0,10.0,-7.0,3957,1,-4.0,6553,33.0,9,50.0,0,1,6627,2,0.00
11628,17.1,10.0,-7.1,3957,1,-3.8,6616,32.4,9,50.0,0,1,6622,2,0.00
11659,17.0,10.0,-7.0,3955,1,-3.8,6618,33.2,9,50.0,0,1,6621,2,0.00
11673,16.9,10.0,-6.9,3952,1,-3.7,6618,32.9,9,50.0,0,1,6620,2,0.00
11689,16.8,10.0,-6.8,3953,1,-3.6,6555,33.1,1,50.0,0,1,6617,2,0.00
11720,16.9,10.0,-6.9,3948,1,-3.2,6555,32.6,3,50.0,0,1,6609,2,0.00
11735,16.9,10.0,-6.9,3944,1,-2.7,6557,32.9,5,50.0,0,1,6599,2,0.00
11750,16.9,10.0,-6.9,3935,1,-2.1,6621,33.4,7,50.0,0,1,6588,2,0.00
11766,16.7,10.0,-6.7,3932,1,-1.9,6622,33.2,9,50.0,0,1,6586,2,0.00
11798,16.5,10.0,-6.5,3936,1,-2.1,6557,33.6,9,50.0,0,1,6590,2,0.00
11812,16.4,10.0,-6.4,3941,1,-2.4,6557,33.2,9,50.0,0,1,6596,2,0.00
11828,16.4,10.0,-6.4,3944,1,-2.6,6557,33.3,9,50.0,0,1,6600,2,0.00
11859,16.5,10.0,-6.5,3940,1,-2.5,6621,32.8,9,50.0,0,1,6595,2,0.00
11874,16.4,10.0,-6.4,3939,1,-2.1,6619,33.3,0,50.0,0,1,6587,2,0.00
11890,16.3,10.0,-6.3,3937,1,-2.2,6557,34.0,2,50.0,0,1,6591,2,0.00
11906,16.1,10.0,-6.1,3943,1,-2.7,6555,33.8,4,50.0,0,1,6600,2,0.00
11936,15.9,10.0,-5.9,3952,1,-3.3,6557,33.7,6,50.0,0,1,6612,2,0.00
12015,15.9,10.0,-5.9,3951,1,-3.3,6621,33.7,90,50.0,0,1,6612,2,0.00
12031,16.0,10.0,-6.0,3947,1,-2.7,6622,34.2,1,50.0,0,1,6597,2,0.00
12062,15.8,10.0,-5.8,3939,1,-2.5,6558,34.3,3,50.0,0,1,6594,2,0.00
12077,15.6,10.0,-5.6,3945,1,-2.8,6560,34.3,5,50.0,0,1,6600,2,0.00
12092,15.4,10.0,-5.4,3952,1,-3.3,6560,34.6,7,50.0,0,1,6612,2,0.00
12123,15.3,10.0,-5.3,3958,1,-4.0,6623,35.0,9,50.0,0,1,6624,2,0.00
12138,15.2,10.0,-5.2,3965,1,-4.5,6625,34.3,9,50.0,0,1,6634,2,0.00
12154,14.9,10.0,-4.9,3975,1,-5.3,6561,35.3,9,50.0,0,1,6651,2,0.00
12170,14.9,10.0,-4.9,3980,1,-5.7,6563,34.6,9,50.0,0,1,6658,2,0.00
12202,14.9,10.0,-4.9,3981,1,-5.8,6564,34.3,9,50.0,0,1,6657,2,0.00
12217,15.1,10.0,-5.1,3971,1,-4.4,6631,34.6,0,48.0,0,1,6630,2,0.00
12233,15.1,10.0,-5.1,3954,1,-3.6,6631,34.1,2,48.0,0,1,6614,2,0.00
12263,15.1,10.0,-5.1,3944,1,-2.8,6568,35.1,4,48.0,0,1,6598,2,0.00
12279,14.9,10.0,-4.9,3942,1,-2.4,6568,35.1,6,48.0,0,1,6593,2,0.00
12294,14.7,10.0,-4.7,3943,1,-2.4,6571,34.7,8,48.0,0,1,6594,2,0.00
12309,14.5,10.0,-4.5,3945,1,-2.7,6634,35.2,9,48.0,0,1,6601,2,0.00
12341,14.5,10.0,-4.5,3948,1,-2.9,6634,35.3,9,48.0,0,1,6605,2,0.00
12357,14.4,10.0,-4.4,3949,1,-3.1,6570,35.4,9,48.0,0,1,6608,2,0.00
12373,14.3,10.0,-4.3,3954,1,-3.4,6568,35.4,9,48.0,0,1,6613,2,0.00
12405,14.3,10.0,-4.3,3957,1,-3.6,6570,35.6,9,48.0,0,1,6617,2,0.00
12420,14.3,10.0,-4.3,3956,1,-3.4,6634,35.1,1,48.0,0,1,6613,2,0.00
12435,14.3,10.0,-4.3,3948,1,-3.0,6635,35.6,3,48.0,0,1,6604,2,0.00
12527,14.3,10.0,-4.3,3945,1,-3.0,6570,35.6,87,48.0,0,1,6604,2,0.00
12542,14.2,10.0,-4.2,3945,1,-2.8,6570,36.0,9,48.0,0,1,6598,2,0.00
12573,13.8,10.0,-3.8,3944,1,-2.8,6634,35.7,0,48.0,0,1,6601,2,0.00
12573,13.6,10.0,-3.6,3953,1,-3.3,6634,36.1,2,48.0,0,1,6612,2,0.00
12603,13.6,10.0,-3.6,3952,1,-3.5,6634,35.9,4,48.0,0,1,6613,2,0.00
12619,13.6,10.0,-3.6,3951,1,-3.5,6570,36.1,6,48.0,0,1,6613,2,0.00
12634,13.6,10.0,-3.6,3952,1,-3.4,6570,36.5,8,48.0,0,1,6610,2,0.00
12665,13.5,10.0,-3.5,3952,1,-3.2,6634,36.1,9,48.0,0,1,6608,2,0.00
12681,13.4,10.0,-3.4,3950,1,-3.2,6634,36.3,9,48.0,0,1,6606,2,0.00
12696,13.4,10.0,-3.4,3946,1,-3.0,6635,36.2,9,48.0,0,1,6603,2,0.00
12726,13.4,10.0,-3.4,3943,1,-2.8,6570,36.2,9,48.0,0,1,6600,2,0.00
12742,13.4,10.0,-3.4,3940,1,-2.5,6571,36.2,9,48.0,0,1,6592,2,0.00
12758,13.4,10.0,-3.4,3938,1,-1.6,6635,36.0,1,48.0,0,1,6575,2,0.00
12773,13.4,10.0,-3.4,3927,1,-1.3,6634,36.6,3,48.0,0,1,6568,2,0.00
12804,13.4,10.0,-3.4,3920,1,-0.8,6634,36.1,5,48.0,0,1,6560,2,0.00
12818,13.4,10.0,-3.4,3913,1,-0.4,6568,36.1,7,48.0,0,1,6551,2,0.00
12834,13.5,10.0,-3.5,3908,1,0.2,6568,36.1,9,48.0,0,1,6540,2,0.00
12866,13.5,10.0,-3.5,3905,1,0.6,6631,36.6,9,48.0,0,1,6531,2,0.00
12882,13.3,10.0,-3.3,3906,1,0.5,6629,36.6,9,48.0,0,1,6535,2,0.00
12898,13.2,10.0,-3.2,3911,1,-0.0,6628,36.6,9,48.0,0,1,6547,2,0.00
12929,13.0,10.0,-3.0,3920,0,-0.9,6561,36.4,9,48.0,0,1,6565,2,0.00
12944,13.1,10.0,-3.1,3928,1,-1.7,6560,36.7,0,48.0,0,1,6579,2,0.00
13022,13.1,10.0,-3.1,3932,1,-1.7,6621,36.7,84,48.0,0,1,6579,2,0.00
13053,13.0,10.0,-3.0,3931,1,-1.7,6621,36.8,8,48.0,0,1,6579,2,0.00
13068,13.0,10.0,-3.0,3930,0,-1.7,6621,36.7,9,48.0,0,1,6579,2,0.00
13084,12.9,10.0,-2.9,3931,0,-1.9,6555,37.2,9,48.0,0,1,6584,2,0.00
13100,12.6,10.0,-2.6,3939,0,-2.8,6555,36.9,1,48.0,0,1,6604,2,0.00
13131,12.5,10.0,-2.5,3955,0,-3.4,6619,37.3,3,48.0,0,1,6615,2,0.00
13147,12.5,10.0,-2.5,3956,0,-3.7,6619,37.1,5,48.0,0,1,6620,2,0.00
13163,12.5,10.0,-2.5,3956,0,-3.7,6619,36.9,7,48.0,0,1,6620,2,0.00
13179,12.5,10.0,-2.5,3953,0,-3.5,6555,37.3,9,48.0,0,1,6617,2,0.00
13210,12.5,10.0,-2.5,3951,0,-3.1,6555,37.0,9,48.0,0,1,6610,2,0.00
13225,12.4,10.0,-2.4,3950,0,-2.9,6557,37.4,9,47.6,0,1,6605,2,0.00
13241,12.5,10.0,-2.5,3943,0,-2.4,6621,37.0,9,47.6,0,1,6596,2,0.00
13271,12.3,10.0,-2.3,3941,0,-2.2,6622,37.8,9,47.6,0,1,6595,2,0.00
13287,12.0,10.0,-2.0,3941,0,-2.7,6558,38.0,0,47.6,0,1,6608,2,0.00
13302,12.0,10.0,-2.0,3955,0,-3.1,6558,37.5,2,47.6,0,1,6615,2,0.00
13318,11.8,10.0,-1.8,3964,0,-3.7,6558,38.2,4,47.6,0,1,6627,2,0.00
13348,11.8,10.0,-1.8,3966,0,-4.0,6623,37.9,6,47.6,0,1,6634,2,0.00
13364,11.6,10.0,-1.6,3972,0,-4.6,6625,38.0,8,47.6,0,1,6646,2,0.00
13380,11.6,10.0,-1.6,3973,0,-4.7,6563,37.7,9,47.6,0,1,6647,2,0.00
13410,11.6,10.0,-1.6,3975,0,-4.6,6564,38.0,9,47.6,0,1,6646,2,0.00
13426,11.6,10.0,-1.6,3972,0,-4.2,6565,37.9,9,47.6,0,1,6639,2,0.00
13441,11.6,10.0,-1.6,3966,0,-3.8,6629,38.1,9,47.6,0,1,6632,2,0.00
13534,11.6,10.0,-1.6,3960,0,-3.4,6571,38.1,74,47.6,0,1,6624,2,0.00
13549,11.5,10.0,-1.5,3959,0,-3.2,6571,38.5,9,47.6,0,1,6621,2,0.00
13564,11.3,10.0,-1.3,3957,0,-2.7,6571,38.8,9,47.6,0,1,6615,2,0.00
13595,11.1,10.0,-1.1,3959,0,-2.8,6637,38.8,9,47.6,0,1,6620,2,0.00
13611,10.7,10.0,-0.7,3966,0,-3.9,6637,38.2,0,47.6,0,1,6644,2,0.00
13625,10.8,10.0,-0.8,3972,0,-4.0,6574,38.6,2,47.6,0,1,6644,2,0.00
13657,10.9,10.0,-0.9,3969,0,-3.6,6574,38.6,4,47.6,0,1,6637,2,0.00
13673,10.9,10.0,-0.9,3964,0,-3.0,6576,38.9,6,47.6,0,1,6625,2,0.00
13688,10.8,10.0,-0.8,3960,0,-2.6,6641,39.0,8,47.6,0,1,6620,2,0.00
13704,10.7,10.0,-0.7,3958,0,-2.5,6641,39.5,9,47.6,0,1,6620,2,0.00
13734,10.5,10.0,-0.5,3963,0,-2.8,6578,39.1,9,47.6,0,1,6626,2,0.00
13749,10.3,10.0,-0.3,3969,0,-3.2,6578,39.4,9,47.6,0,1,6636,2,0.00
13765,10.3,10.0,-0.3,3974,0,-3.5,6578,39.0,9,47.6,0,1,6642,2,0.00
13795,10.5,10.0,-0.5,3972,0,-2.9,6644,38.9,0,47.6,0,1,6628,2,0.00
13810,10.6,10.0,-0.6,3954,0,-2.1,6645,39.2,1,47.6,0,1,6612,2,0.00
13825,10.6,10.0,-0.6,3949,0,-1.4,6581,39.1,3,47.6,0,1,6601,2,0.00
13857,10.5,10.0,-0.5,3947,0,-1.1,6583,39.5,5,47.6,0,1,6596,2,0.00
13872,10.2,10.0,-0.2,3949,0,-1.2,6583,40.1,7,47.6,0,1,6601,2,0.00
13887,10.0,10.0,-0.0,3955,0,-1.9,6647,39.7,9,47.6,0,1,6615,2,0.00
13902,9.8,10.0,0.2,3968,0,-2.9,6647,40.0,9,47.6,0,1,6637,2,0.00
13933,9.7,10.0,0.3,3980,0,-3.8,6583,39.2,9,47.6,0,1,6654,2,0.00
13948,9.6,10.0,0.4,3991,0,-4.6,6584,40.0,9,47.6,0,1,6670,2,0.00
14042,9.7,10.0,0.3,3991,0,-4.7,6654,39.7,74,47.6,0,1,6671,2,0.00
14058,9.6,10.0,0.4,3989,0,-4.6,6656,40.2,9,47.6,0,1,6669,2,0.00
14073,9.5,10.0,0.5,3982,0,-4.0,6594,40.5,9,47.6,0,1,6660,2,0.00
14105,9.3,10.0,0.7,3986,0,-3.9,6594,40.3,9,47.6,0,1,6660,2,0.00
14120,9.2,10.0,0.8,3987,0,-3.8,6660,39.7,9,47.6,0,1,6660,2,0.00
14150,9.5,10.0,0.5,3980,0,-2.4,6660,40.5,1,47.6,0,1,6633,2,0.00
14150,9.4,10.0,0.6,3961,0,-1.8,6660,40.5,3,47.6,0,1,6621,2,0.00
14181,9.2,10.0,0.8,3960,0,-1.7,6597,39.9,4,47.6,0,1,6622,2,0.00
14197,9.0,10.0,1.0,3967,0,-2.0,6599,40.5,6,47.6,0,1,6631,2,0.00
14212,9.0,10.0,1.0,3970,0,-2.2,6663,40.7,8,47.6,0,1,6634,2,0.00
14243,8.9,10.0,1.1,3971,0,-2.4,6663,40.7,9,47.5,0,1,6638,2,0.00
14259,8.8,10.0,1.2,3973,0,-2.6,6663,40.4,9,47.5,0,1,6643,2,0.00
14274,8.8,10.0,1.2,3977,0,-2.7,6600,40.6,9,47.5,0,1,6646,2,0.00
14290,8.9,10.0,1.1,3974,0,-2.4,6600,40.4,9,47.5,0,1,6639,2,0.00
14321,8.9,10.0,1.1,3968,0,-1.6,6665,41.0,0,47.5,0,1,6625,2,0.00
14337,8.7,10.0,1.3,3965,0,-1.8,6665,41.0,2,47.5,0,1,6630,2,0.00
14353,8.6,10.0,1.4,3971,0,-2.1,6602,41.6,4,47.5,0,1,6638,2,0.00
14368,8.3,10.0,1.7,3981,0,-2.8,6602,41.3,6,47.5,0,1,6654,2,0.00
14400,8.2,10.0,1.8,3992,0,-3.7,6603,41.5,7,47.5,0,1,6671,2,0.00
14415,8.1,10.0,1.9,4000,0,-4.5,6666,40.8,9,47.5,0,1,6686,2,0.00
14431,8.1,10.0,1.9,4001,0,-4.7,6668,41.1,9,47.5,0,1,6689,2,0.00
14462,8.3,10.0,1.7,3995,0,-4.3,6606,41.4,9,47.5,0,1,6680,2,0.00
14539,8.2,10.0,1.8,3996,0,-3.8,6610,41.4,74,47.5,0,1,6672,2,0.00
14555,8.1,10.0,1.9,3993,0,-3.6,6677,41.7,9,47.5,0,1,6670,2,0.00
14587,8.0,10.0,2.0,3985,0,-2.9,6678,41.1,9,47.5,0,1,6659,2,0.00
14602,8.1,10.0,1.9,3975,0,-2.0,6613,40.8,9,47.5,0,1,6641,2,0.00
14618,8.2,10.0,1.8,3963,0,-0.9,6613,41.5,9,47.5,0,1,6621,2,0.00
14633,8.2,10.0,1.8,3952,0,0.0,6678,41.4,9,47.5,0,1,6604,2,0.00
14663,8.0,10.0,2.0,3947,0,0.4,6680,41.4,1,47.5,0,1,6599,2,0.00
14679,8.0,10.0,2.0,3946,0,0.5,6613,40.7,3,47.5,0,1,6599,2,0.00
14694,8.0,10.0,2.0,3946,0,0.5,6613,41.8,5,47.5,0,1,6598,2,0.00
14724,8.0,10.0,2.0,3949,0,0.4,6613,41.6,7,47.5,0,1,6601,2,0.00
14739,7.9,10.0,2.1,3951,0,0.1,6675,41.3,9,47.5,0,1,6607,2,0.00
14755,7.8,10.0,2.2,3955,0,-0.3,6675,41.6,9,47.5,0,1,6616,2,0.00
14785,7.8,10.0,2.2,3961,0,-0.7,6610,41.9,9,47.5,0,1,6622,2,0.00
14800,7.8,10.0,2.2,3964,0,-0.9,6610,41.3,9,47.5,0,1,6626,2,0.00
14816,7.9,10.0,2.1,3965,0,-0.9,6674,41.5,9,47.5,0,1,6626,2,0.00
14847,7.9,10.0,2.1,3962,0,-0.6,6674,41.4,0,47.5,0,1,6620,2,0.00
14862,7.8,10.0,2.2,3962,0,-0.9,6672,42.1,2,47.5,0,1,6627,2,0.00
14877,7.8,10.0,2.2,3964,0,-0.9,6609,41.1,4,47.5,0,1,6627,2,0.00
14893,7.7,10.0,2.3,3967,0,-1.1,6607,41.7,6,47.5,0,1,6631,2,0.00
14927,7.8,10.0,2.2,3963,0,-0.9,6672,41.9,8,47.5,0,1,6627,2,0.00
14940,7.7,10.0,2.3,3965,0,-1.2,6671,42.1,9,47.5,0,1,6633,2,0.00
14955,7.5,10.0,2.5,3971,0,-1.7,6671,42.1,9,47.5,0,1,6644,2,0.00
15049,7.4,10.0,2.6,3983,0,-2.3,6607,42.5,73,47.5,0,1,6657,2,0.00
15065,7.2,10.0,2.8,3988,0,-2.6,6674,42.1,7,47.5,0,1,6664,2,0.00
15080,7.2,10.0,2.8,3987,0,-2.6,6674,42.0,9,47.5,0,1,6665,2,0.00
15111,7.3,10.0,2.7,3983,0,-2.4,6675,42.2,9,47.5,0,1,6661,2,0.00
15127,7.3,10.0,2.7,3982,0,-2.1,6612,42.2,9,47.5,0,1,6656,2,0.00
15142,7.2,10.0,2.8,3981,0,-1.9,6610,42.1,9,47.5,0,1,6652,2,0.00
15158,7.2,10.0,2.8,3977,0,-1.7,6675,42.7,9,47.5,0,1,6649,2,0.00
15189,7.2,10.0,2.8,3973,0,-1.2,6677,42.2,0,47.5,0,1,6640,2,0.00
15204,7.2,10.0,2.8,3966,0,-0.9,6613,42.4,2,47.5,0,1,6635,2,0.00
15220,7.2,10.0,2.8,3965,0,-0.6,6613,42.0,4,47.5,0,1,6631,2,0.00
15251,7.2,10.0,2.8,3965,0,-0.5,6613,42.3,6,47.6,0,1,6628,2,0.00
15266,7.2,10.0,2.8,3961,0,-0.3,6678,42.2,8,47.6,0,1,6626,2,0.00
15281,7.1,10.0,2.9,3960,0,-0.3,6677,42.3,9,47.6,0,1,6625,2,0.00
15297,7.1,10.0,2.9,3961,0,-0.2,6612,42.3,9,47.6,0,1,6624,2,0.00
15327,7.1,10.0,2.9,3963,0,-0.3,6612,42.8,9,47.6,0,1,6625,2,0.00
15343,7.0,10.0,3.0,3968,0,-0.5,6675,42.6,9,47.6,0,1,6632,2,0.00
15358,6.8,10.0,3.2,3974,1,-1.2,6677,42.8,9,47.6,0,1,6645,2,0.00
15388,6.7,10.0,3.3,3989,1,-2.5,6675,42.0,1,47.6,0,1,6672,2,0.00
