t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
9,10.3,4046,-5,6645,36.7,75
13,10.4,3997,3.2,6714,36.9,10
13,10.3,3998,1,6647,37,76
13,10.5,0,1,6509,36.9,11
13,10.6,0,1,6019,36.3,199
13,10,0,1,5803,39.4,4
13,6.6,0,1,5634,41.9,16
13,5,0,1,5463,43.6,76
13,1,0,1,5313,45.9,11
13,1.5,0,1,5038,45.3,77
13,0.6,0,0,4947,46.5,14
13,0.8,0,0,4698,46.6,60
13,0.5,0,0,4604,47.2,14
13,0.3,0,0,4377,46.9,61
13,0.5,0,0,4249,46.5,15
13,0.1,0,0,4105,46.9,62
13,0.2,0,0,3994,47.1,16
13,0.2,0,0,3816,46.8,63
13,0.4,0,0,3703,46.7,17
13,0.1,0,0,3544,46.9,64
13,0.5,0,0,3428,46.5,0
13,0.5,0,0,3244,47,66
13,0.3,3900,0,3189,46.8,1
13,0.2,3900,0,4654,46.7,203
13,0.4,3900,0,4881,46.9,11
13,0.3,3900,0,5086,47,1
13,0.4,3900,0,5249,46.7,77
13,0.2,3900,0,5374,47.1,12
13,0.3,3900,0,5537,47.1,60
13,0.1,3900,0,5682,47.2,13
13,0.2,3900,0,5797,46.8,54
13,0.1,3900,0,5806,47,7
13,0.4,3900,0,5958,46.8,62
13,0.2,3900,0,6009,47.1,15
13,0.3,3900,0,6076,47.2,63
13,0.3,3900,0,6116,46.9,16
13,0.4,3900,0,6111,47.2,64
13,0.2,3900,0,6141,47,17
13,0.4,3900,0,6238,47.3,57
14,0.1,3900,0,6202,46.3,10
14,0.4,3900,0,6295,47,66
14,0.3,3900,0,6311,47.2,1
14,0.1,3900,0,6274,46.9,67
14,0.2,3900,0,6347,47.3,2
14,0.3,3900,0,6369,46.8,68
14,0.4,3900,0,6318,46,4
14,0.2,3900,0,6395,47.5,69
60,0.3,4040,0,6341,46.5,5
310,0.3,4100,0,6523,47.1,199
389,0.1,4100,0,6561,47.3,7
481,0.1,4100,0,6530,46.7,16
591,0.3,4100,0,6632,47,74
669,0.1,4100,0,6593,47.6,9
794,0.4,4100,0,6691,46.8,75
871,0.2,4100,0,6708,46.6,10
980,0.6,4100,0,6668,47.2,76
1073,0.6,4100,0,6743,46.7,11
1182,0.7,4100,0,6694,46.3,77
1261,1.2,4100,0,6702,45.5,12
1386,1.5,4100,0,6778,44.8,60
1463,2.4,4100,0,6781,44.9,13
1588,2.9,4100,0,6724,43.9,61
1665,3.9,4100,0,6727,43.3,14
1790,4.8,4100,0,6796,42,62
1867,6.1,4100,0,6796,39.9,15
1993,7.5,4100,0,6732,39.4,63
2072,9.5,4100,0,6730,37.4,16
2197,10.9,3964,4.5,6711,35.7,77
2275,14,3800,20.4,6683,32.9,12
2401,14.4,3800,23.6,6684,32.2,78
