t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
9,17.7,3760,-3.2,6269,29.9,89
13,16.5,3768,-7.4,6319,30.9,6
13,16.4,3787,-8.3,6248,30.9,90
13,14.2,0,-8.3,6179,33.6,7
14,13.1,0,-8.3,5660,35,197
14,10.7,0,-8.3,5443,43,5
14,2.9,0,-8.3,5291,46.4,13
14,0.8,0,-8.3,5076,45.6,74
14,1,0,-8.3,4986,46.8,9
14,0.5,0,0,4734,46.7,75
14,0.4,0,0,4638,47,10
14,0.7,0,0,4442,46.8,76
14,0.2,0,0,4310,46.9,11
14,0.1,0,0,4133,46.9,77
14,0.2,0,0,3969,46.9,12
14,0.3,0,0,3789,47.5,60
14,0.5,0,0,3675,46.4,14
14,0.3,0,0,3514,47.3,61
14,0.2,0,0,3441,46.6,15
14,0,0,0,3273,47.5,62
14,0.2,0,0,3176,46.8,16
14,0.6,0,0,3025,46.3,63
14,0.6,3800,0,2963,47.1,17
14,0.4,3800,0,4402,47.1,201
14,0.2,3800,0,4634,47.4,7
14,0.2,3800,0,4874,46.9,17
14,0.2,3800,0,5083,47.3,75
14,0.4,3800,0,5212,47.3,10
14,0,3800,0,5320,47,76
14,0.4,3800,0,5407,47,11
14,0.3,3800,0,5522,47.5,77
14,0.2,3800,0,5642,47,12
14,0.5,3800,0,5677,47.1,60
14,0.3,3800,0,5781,47,13
14,0,3800,0,5793,47.4,61
14,0.3,3800,0,5832,46.9,14
14,0.4,3800,0,5883,46.9,62
14,0.3,3800,0,5968,47.1,16
14,0.5,3800,0,6008,46.6,63
14,0.6,3800,0,6032,46.9,17
14,0.3,3800,0,6061,46.9,64
14,0.5,3800,0,6079,47,0
14,0.3,3800,0,6043,46.6,65
14,0.3,3800,0,6058,46.5,1
14,0.5,3800,0,6075,46.9,66
14,0.3,3800,0,6086,47,2
28,0.3,3800,0,6160,47.2,68
106,0.4,4050,0,6186,47,3
370,0.1,4050,0,6350,47.2,205
448,0.2,4050,0,6327,47.4,7
526,0.3,4050,0,6425,46.7,3
634,0.5,4050,0,6468,46.8,61
729,0.2,4050,0,6433,46.8,14
837,0.3,4050,0,6471,47,62
915,0.4,4050,0,6555,46.5,15
1041,0.5,4050,0,6587,47.3,63
1119,0.3,4050,0,6606,47,16
1243,0.3,4050,0,6631,47.4,64
1320,0.2,4050,0,6647,47.1,17
1446,0.1,4050,0,6666,47.1,65
1523,0.2,4050,0,6675,46.5,0
1647,0.6,4050,0,6690,46.7,66
1727,0.8,4049,0,6700,46.8,1
1837,0.3,4050,0,6645,47,67
1915,0.5,4049,0,6653,46.5,2
