t_ms,H_cm,P,D_cms,RPM,RAW_cm,age_ms
8,0,0,0.6,0,47.1,57
11,0.2,0,0.6,0,46.3,10
12,0.1,0,0.6,0,47.2,189
12,0,0,0.6,0,46.9,4
12,0,0,0.6,0,47.4,7
12,0.1,0,0.6,0,47,60
12,0,0,0.6,0,46.7,13
12,0,0,0.6,0,46.9,60
12,0.1,0,0.6,0,46.5,14
12,0,0,0.6,0,47.1,61
12,0.4,0,0.6,0,46.6,14
12,0.1,0,0.6,0,47.3,70
12,0.2,0,0.6,0,46.9,5
12,0.1,0,0.6,0,47.6,71
12,0.2,0,0.6,0,47.1,6
12,0,0,0.6,0,47,64
12,0.3,0,0.6,0,46.6,17
12,0.1,0,0.6,0,47.4,64
12,0,0,0,0,47.5,0
12,0,3300,0,0,46.8,202
12,0,3300,0,0,47,11
12,0,3300,0,0,47,0
12,0,3300,0,0,47,67
12,0,3300,0,0,47,2
12,0,3300,0,0,47.9,68
12,0.1,3300,0,0,46.8,3
12,0.1,3300,0,0,47,77
12,0,3300,0,0,47,12
12,0,3300,0,1795,46.8,78
12,0.2,3300,0,3156,46.4,13
12,0.1,3300,0,4127,46.7,60
12,0,3300,0,4499,47.1,13
12,0.3,3300,0,4901,47,61
12,0.1,3300,0,5024,46.8,14
12,0.1,3300,0,5283,47.2,62
12,0,3300,0,5387,47.1,15
12,0,3300,0,5465,47.7,56
12,0.1,3300,0,5538,46.9,9
12,0,3300,0,5696,47.2,55
12,0.1,3300,0,5699,46.7,9
12,0.1,3300,0,5830,47,56
12,0.2,3300,0,5817,47.5,9
12,0,3300,0,5877,47,57
12,0.1,3300,0,5911,47.5,10
12,0.1,3300,0,6019,47,66
12,0,3300,0,6049,47.1,1
12,0,3300,0,6091,47,67
12,0,3300,0,6058,46.8,2
12,0.3,3300,0,6100,47,68
12,0.1,3300,0,6123,46.9,3
12,0,3300,0,6221,47.5,68
12,0,3300,0,6180,47.4,3
12,0,3300,0,6272,46.9,61
12,0,3300,0,6226,47.6,14
12,0,3300,0,6313,47.6,63
12,0.1,3300,0,6266,46.2,16
12,0.2,3300,0,6289,47.3,71
12,0.1,3300,0,6364,47,6
12,0,3300,0,6380,47,72
12,0,3300,0,6388,47.1,7
12,0,3300,0,6402,46.9,65
12,0,3300,0,6346,47.1,1
12,0,3300,0,6358,47.2,65
12,0.1,3300,0,6429,47.2,0
12,0,3300,0,6440,47,66
12,0.1,3300,0,6382,47.3,1
12,0,3300,0,6454,47.1,67
12,0,3300,0,6393,46.7,2
12,0.1,3300,0,6402,46.9,68
12,0,3300,0,6468,47.1,3
12,0,3300,0,6472,47.3,70
12,0,3300,0,6412,46.7,5
12,0.2,3300,0,6417,47.1,77
12,0.2,3300,0,6482,46.5,13
12,0,3300,0,6486,47.6,60
12,0,3300,0,6423,47,13
12,0,3300,0,6429,47.5,53
12,0.1,3300,0,6492,47.2,6
12,0,3300,0,6496,47.1,55
62,0.2,3420,1.5,6499,46.5,8
327,0.1,3500,0.1,6568,47.3,199
406,0,3500,0,6669,46.8,7
482,0,3500,0,6700,47.2,15
590,0.1,3500,0.7,6740,47.2,64
668,0.5,3500,4,6697,46.5,18
804,0.4,3500,0.6,6798,46.5,73
882,1.2,3463,5.5,6811,45.3,8
993,1.4,3500,3.8,6764,45,74
1086,3.2,3333,14.2,6836,43.5,9
1211,3.6,3354,10.2,6805,43.1,88
1287,5.6,3300,17.1,6785,40.7,5
1411,6.2,3304,15.2,6680,40.1,89
1487,8,3300,15.7,6721,38.6,6
1610,8.5,3300,14.5,6623,38,90
1685,11,3300,20.4,6603,35.4,7
1793,11.5,3300,13.5,6580,35.1,60
1886,12.6,3300,13,6629,34,13
2009,13.2,3316,9.1,6547,33.6,74
2088,13.8,3358,5.3,6543,33.2,9
2212,13.8,3385,3,6551,33.1,75
2291,13.8,3384,0,6561,32.8,11
2416,14.2,3325,3.9,6567,32.6,76
2495,14.7,3325,3.2,6560,32.6,12
2619,14.9,3316,3.6,6553,32,78
2697,15.9,3300,8.1,6544,30.9,13
