t_ms,H,T,P,D,RPM,RAW,age,RS
80,11.6,10.0,4043,-6.3,6648,37.4,85,6672
152,11.9,10.0,3994,0.4,6656,37.6,2,6589
260,11.9,10.0,3980,1.8,6656,37.6,86,6573
355,11.7,10.0,3990,0.4,6651,38.0,3,6591
463,11.6,10.0,3997,-0.8,6650,38.0,87,6605
541,11.3,10.0,4011,-2.2,6647,37.9,4,6624
664,11.4,10.0,4010,-2.2,6650,38.0,88,6624
743,11.6,10.0,3984,1.0,6650,38.3,5,6583
882,11.5,10.0,3983,1.4,6583,37.9,82,6580
943,11.7,10.0,3981,1.3,6578,38.2,18,6580
1068,11.8,10.0,3981,1.2,6576,37.1,90,6580
1145,11.6,10.0,3987,-0.0,6637,38.3,8,6595
1269,11.4,10.0,4007,-2.2,6576,38.0,74,6623
1346,11.8,10.0,3983,0.5,6640,38.2,9,6587
1469,11.8,10.0,3972,2.0,6573,38.1,75,6569
1547,12.0,10.0,3979,0.7,6634,38.5,10,6584
1671,11.1,10.0,4006,-2.2,6570,38.2,76,6624
1749,11.6,10.0,3989,-0.3,6638,38.3,11,6599
1872,11.2,10.0,3996,-0.9,6573,38.5,77,6608
1951,11.2,10.0,3999,-1.4,6640,38.3,12,6614
2061,11.1,10.0,3996,-0.7,6577,38.3,78,6607
2154,10.8,10.0,4001,-1.5,6640,38.9,14,6618
2261,10.9,10.0,4002,-1.4,6576,38.2,79,6616
2355,10.7,10.0,3994,-0.6,6641,38.8,15,6608
2464,10.7,10.0,3994,-0.4,6577,38.8,80,6606
2542,10.9,10.0,3986,0.4,6577,39.1,16,6595
2665,10.6,10.0,3991,0.1,6573,38.3,82,6601
2743,11.2,10.0,3973,2.4,6570,38.6,17,6568
2867,11.3,10.0,3965,3.4,6557,38.7,83,6556
2946,11.7,10.0,3965,2.9,6548,37.2,0,6558
3070,12.0,10.0,3962,3.5,6540,37.3,84,6548
3147,13.2,10.0,3929,7.2,6594,35.8,1,6494
3271,13.4,10.0,3919,8.2,6511,36.0,85,6480
3348,14.2,10.0,3937,5.5,6565,35.4,2,6506
3472,14.3,10.0,3944,4.5,6553,34.5,86,6518
3548,15.6,10.0,3924,6.9,6483,34.2,3,6478
3672,15.5,10.0,3929,6.4,6534,33.8,87,6485
3748,16.4,10.0,3939,4.3,6465,33.1,4,6502
3872,16.6,10.0,3938,4.4,6459,33.1,88,6498
3949,17.0,10.0,3949,2.6,6520,32.8,5,6516
4072,17.0,10.0,3957,1.7,6523,32.8,89,6528
4148,17.1,10.0,3969,0.2,6464,33.2,6,6543
4272,16.8,10.0,3984,-1.3,6537,32.5,89,6564
4349,16.9,10.0,3978,-0.5,6479,33.3,7,6553
4474,16.5,10.0,3989,-1.9,6490,32.5,90,6572
4552,16.2,10.0,3996,-2.9,6561,33.8,8,6586
4675,16.1,10.0,4005,-3.9,6516,32.9,73,6598
4752,15.4,10.0,4005,-3.5,6589,34.2,8,6599
4876,15.0,10.0,4017,-4.9,6602,34.8,74,6619
4954,14.1,10.0,4030,-6.1,6613,35.4,9,6639
5064,14.2,10.0,4021,-5.1,6628,36.0,75,6627
5141,13.3,10.0,4020,-4.4,6635,36.6,10,6625
5264,13.1,10.0,4017,-4.1,6645,36.2,76,6623
5356,12.9,10.0,4001,-1.7,6650,36.8,12,6595
5466,12.7,10.0,3995,-1.2,6650,37.2,78,6592
5544,12.5,10.0,3998,-1.6,6651,36.8,13,6597
5668,12.6,10.0,3984,-0.1,6651,36.8,79,6579
5744,12.1,10.0,3997,-1.5,6650,37.1,14,6599
5869,12.0,10.0,4003,-2.6,6589,37.6,80,6614
5946,12.1,10.0,3990,-0.9,6654,37.7,16,6592
6055,12.0,10.0,3982,0.1,6587,37.8,75,6580
6147,11.8,10.0,3987,-1.0,6587,37.8,10,6595
6271,11.6,10.0,3995,-1.7,6586,38.0,83,6605
6347,11.6,10.0,3989,-0.9,6650,38.0,0,6595
6471,11.6,10.0,3983,-0.3,6583,37.7,84,6587
6548,12.0,10.0,3954,3.0,6643,37.8,2,6545
6672,11.9,10.0,3956,2.9,6568,38.2,85,6547
6749,12.2,10.0,3963,1.2,6628,37.2,3,6564
6872,12.2,10.0,3969,0.7,6558,37.3,87,6570
6949,12.2,10.0,3971,0.2,6621,37.4,4,6575
7060,12.2,10.0,3977,-0.3,6554,37.6,81,6582
7138,12.0,10.0,3984,-1.2,6554,37.5,17,6594
7263,12.0,10.0,3983,-1.2,6554,37.6,89,6593
7341,11.3,10.0,4004,-3.8,6621,38.8,7,6630
7466,11.3,10.0,4009,-4.0,6563,38.1,90,6633
7542,10.8,10.0,4001,-2.8,6629,38.3,8,6622
7664,10.9,10.0,3995,-1.6,6567,39.0,73,6607
7757,10.9,10.0,3980,0.3,6631,38.9,8,6585
7865,10.6,10.0,3986,-0.1,6563,39.1,74,6592
7942,11.1,10.0,3968,1.8,6626,38.4,9,6565
8065,11.0,10.0,3965,2.1,6554,38.6,75,6562
8141,10.9,10.0,3985,-0.4,6616,38.4,11,6592
8268,10.8,10.0,3995,-1.6,6554,38.4,76,6608
8345,11.1,10.0,3976,1.0,6619,39.1,12,6574
8468,11.1,10.0,3971,1.4,6621,38.6,77,6570
8545,10.5,10.0,4009,-2.9,6619,38.8,13,6630
8670,10.6,10.0,4006,-3.2,6626,39.1,79,6628
8746,10.6,10.0,3999,-1.5,6632,39.1,14,6613
8869,10.5,10.0,3988,-0.2,6634,38.9,80,6597
8947,9.8,10.0,4000,-1.7,6635,39.7,15,6616
9072,9.8,10.0,4015,-4.0,6640,39.8,81,6643
9150,9.7,10.0,4003,-1.8,6645,40.0,16,6617
9274,9.5,10.0,3997,-1.4,6648,40.0,82,6612
9352,9.5,10.0,3988,-0.3,6650,40.1,17,6598
9475,9.6,10.0,3979,0.6,6584,39.7,83,6588
9551,9.1,10.0,3990,-1.2,6647,40.5,0,6617
9674,8.9,10.0,4012,-2.9,6586,40.7,84,6638
9766,8.6,10.0,4016,-3.6,6654,40.4,1,6649
9874,8.7,10.0,4012,-2.8,6594,41.2,85,6640
9952,8.7,10.0,3987,0.6,6659,41.3,2,6599
10060,8.7,10.0,3980,1.6,6591,40.9,79,6586
10138,8.8,10.0,3980,1.4,6587,40.8,14,6588
10262,8.8,10.0,3984,0.8,6586,40.9,87,6595
10355,8.6,10.0,4000,-1.6,6584,41.0,4,6626
10461,8.5,10.0,4009,-2.4,6587,40.8,88,6636
10554,8.8,10.0,3982,1.0,6587,40.5,5,6593
10661,8.9,10.0,3972,2.4,6581,40.9,88,6575
10753,8.9,10.0,3982,0.6,6577,40.5,6,6597
10859,8.9,10.0,3984,0.5,6640,40.4,82,6599
10938,9.0,10.0,3987,0.3,6574,40.5,18,6601
11059,8.9,10.0,3988,-0.2,6641,40.4,83,6607
11136,8.9,10.0,3993,-0.6,6641,40.6,0,6612
11276,8.9,10.0,3991,-0.3,6643,41.1,73,6608
11353,8.2,10.0,4015,-3.3,6580,41.4,8,6650
11477,8.0,10.0,4029,-5.1,6653,41.3,74,6673
11570,7.9,10.0,4004,-1.3,6594,41.2,9,6628
11663,8.1,10.0,3984,1.0,6659,41.5,75,6599
11741,7.9,10.0,3994,-0.2,6593,41.9,10,6616
11864,7.6,10.0,4007,-1.7,6657,41.6,76,6637
11941,7.7,10.0,3994,-0.2,6660,41.9,11,6618
12063,7.3,10.0,4007,-1.9,6662,41.4,77,6641
12155,7.2,10.0,4007,-1.7,6665,42.4,12,6640
12264,7.1,10.0,4010,-2.1,6666,42.2,78,6646
12357,7.3,10.0,3984,1.4,6666,41.9,13,6603
12465,7.4,10.0,3979,1.8,6596,42.3,79,6597
12543,7.1,10.0,3997,-0.5,6657,41.8,14,6627
12665,7.6,10.0,3989,0.6,6587,41.6,80,6610
12743,8.0,10.0,3971,2.9,6650,41.0,15,6580
12868,8.0,10.0,3968,3.4,6576,41.8,81,6575
12947,8.3,10.0,3975,2.0,6638,41.1,16,6589
13068,8.5,10.0,3975,2.1,6568,41.1,81,6586
13146,8.6,10.0,3977,1.3,6634,40.7,17,6595
13269,8.5,10.0,3988,0.2,6568,41.0,82,6608
13346,8.4,10.0,3996,-1.2,6634,41.1,17,6626
13469,8.3,10.0,4005,-1.9,6576,41.1,83,6635
13545,8.1,10.0,3999,-1.4,6578,41.4,0,6632
13671,8.1,10.0,4001,-1.4,6584,41.5,84,6631
13748,7.5,10.0,4018,-3.0,6586,41.8,1,6656
13871,7.5,10.0,4022,-3.3,6593,42.5,85,6660
13950,7.2,10.0,4015,-2.4,6599,42.0,3,6651
14075,7.2,10.0,4010,-1.4,6602,42.4,86,6640
14153,6.7,10.0,4019,-2.5,6605,42.6,4,6658
14277,6.8,10.0,4018,-2.1,6674,42.5,88,6652
14355,6.9,10.0,3987,1.9,6610,42.7,5,6603
14465,6.8,10.0,3986,1.6,6669,42.3,89,6607
14542,6.9,10.0,3995,0.7,6668,42.6,6,6617
14667,6.8,10.0,3997,-0.2,6602,42.3,83,6629
14745,6.8,10.0,4004,-0.9,6668,42.9,0,6638
14869,6.6,10.0,4010,-1.7,6668,42.1,74,6650
14947,6.6,10.0,4005,-0.7,6669,42.7,9,6637
